"285,147;""129"";""2 พ.ค.2015 14:00"";""7.7"";""5.6"";""178.0"";""33.1"";""78.0"";""ปกติ"""
"285,266;""129"";""2 พ.ค.2015 15:00"";""7.7"";""5.7"";""177.0"";""32.9"";""77.0"";""ปกติ"""
"285,384;""129"";""2 พ.ค.2015 16:00"";""7.7"";""5.7"";""178.0"";""32.9"";""78.0"";""ปกติ"""
"285,500;""129"";""2 พ.ค.2015 17:00"";""7.8"";""5.8"";""178.0"";""32.8"";""82.0"";""ปกติ"""
"285,617;""129"";""2 พ.ค.2015 18:00"";""7.8"";""5.8"";""178.0"";""32.5"";""82.0"";""ปกติ"""
"285,733;""129"";""2 พ.ค.2015 19:00"";""7.8"";""5.8"";""178.0"";""32.4"";""84.0"";""ปกติ"""
"285,844;""129"";""2 พ.ค.2015 20:00"";""7.7"";""6.0"";""178.0"";""32.3"";""79.0"";""ปกติ"""
"285,958;""129"";""2 พ.ค.2015 21:00"";""7.8"";""6.0"";""178.0"";""32.3"";""77.0"";""ปกติ"""
"286,072;""129"";""2 พ.ค.2015 22:00"";""7.8"";""6.0"";""179.0"";""32.3"";""76.0"";""ปกติ"""
"286,186;""129"";""2 พ.ค.2015 23:00"";""7.8"";""6.1"";""179.0"";""32.1"";""74.0"";""ปกติ"""
"286,299;""129"";""3 พ.ค.2015 00:00"";""7.8"";""6.1"";""179.0"";""32.0"";""71.0"";""ปกติ"""
"286,413;""129"";""3 พ.ค.2015 01:00"";""7.8"";""6.1"";""179.0"";""31.9"";""68.0"";""ปกติ"""
"286,527;""129"";""3 พ.ค.2015 02:00"";""7.8"";""6.0"";""179.0"";""31.8"";""68.0"";""ปกติ"""
"286,638;""129"";""3 พ.ค.2015 03:00"";""7.7"";""5.9"";""179.0"";""31.7"";""68.0"";""ปกติ"""
"286,751;""129"";""3 พ.ค.2015 04:00"";""7.7"";""5.8"";""179.0"";""31.6"";""70.0"";""ปกติ"""
"286,865;""129"";""3 พ.ค.2015 05:00"";""7.7"";""5.8"";""179.0"";""31.6"";""71.0"";""ปกติ"""
"286,979;""129"";""3 พ.ค.2015 06:00"";""7.7"";""5.8"";""179.0"";""31.6"";""73.0"";""ปกติ"""
"287,092;""129"";""3 พ.ค.2015 07:00"";""7.7"";""5.7"";""179.0"";""31.6"";""73.0"";""ปกติ"""
"287,205;""129"";""3 พ.ค.2015 08:00"";""7.7"";""5.6"";""179.0"";""31.8"";""78.0"";""ปกติ"""
"287,320;""129"";""3 พ.ค.2015 09:00"";""7.7"";""5.6"";""178.0"";""32.0"";""76.0"";""ปกติ"""
"287,435;""129"";""3 พ.ค.2015 10:00"";""7.7"";""5.7"";""178.0"";""32.2"";""81.0"";""ปกติ"""
"287,550;""129"";""3 พ.ค.2015 11:00"";""7.7"";""5.6"";""177.0"";""32.4"";""80.0"";""ปกติ"""
"287,665;""129"";""3 พ.ค.2015 12:00"";""7.7"";""5.5"";""177.0"";""32.7"";""81.0"";""ปกติ"""
"287,780;""129"";""3 พ.ค.2015 13:00"";""7.7"";""5.5"";""176.0"";""32.9"";""80.0"";""ปกติ"""
"287,894;""129"";""3 พ.ค.2015 14:00"";""7.7"";""5.4"";""176.0"";""33.1"";""79.0"";""ปกติ"""
"288,008;""129"";""3 พ.ค.2015 15:00"";""7.7"";""5.5"";""176.0"";""33.2"";""78.0"";""ปกติ"""
"288,122;""129"";""3 พ.ค.2015 16:00"";""7.7"";""5.5"";""176.0"";""32.9"";""80.0"";""ปกติ"""
"288,236;""129"";""3 พ.ค.2015 17:00"";""7.7"";""5.6"";""176.0"";""32.9"";""82.0"";""ปกติ"""
"288,351;""129"";""3 พ.ค.2015 18:00"";""7.7"";""5.5"";""176.0"";""32.7"";""85.0"";""ปกติ"""
"288,465;""129"";""3 พ.ค.2015 19:00"";""7.7"";""5.7"";""176.0"";""32.5"";""84.0"";""ปกติ"""
"288,579;""129"";""3 พ.ค.2015 20:00"";""7.7"";""5.7"";""177.0"";""32.5"";""79.0"";""ปกติ"""
"288,692;""129"";""3 พ.ค.2015 21:00"";""7.7"";""5.7"";""177.0"";""32.4"";""78.0"";""ปกติ"""
"288,805;""129"";""3 พ.ค.2015 22:00"";""7.7"";""5.8"";""177.0"";""32.4"";""75.0"";""ปกติ"""
"288,918;""129"";""3 พ.ค.2015 23:00"";""7.7"";""5.8"";""178.0"";""32.3"";""74.0"";""ปกติ"""
"289,031;""129"";""4 พ.ค.2015 00:00"";""7.7"";""5.8"";""178.0"";""32.1"";""72.0"";""ปกติ"""
"289,146;""129"";""4 พ.ค.2015 01:00"";""7.7"";""5.6"";""178.0"";""32.0"";""73.0"";""ปกติ"""
"289,259;""129"";""4 พ.ค.2015 02:00"";""7.7"";""5.6"";""178.0"";""31.9"";""72.0"";""ปกติ"""
"289,374;""129"";""4 พ.ค.2015 03:00"";""7.7"";""5.6"";""178.0"";""31.8"";""70.0"";""ปกติ"""
"289,489;""129"";""4 พ.ค.2015 04:00"";""7.7"";""5.5"";""178.0"";""31.7"";""71.0"";""ปกติ"""
"289,603;""129"";""4 พ.ค.2015 05:00"";""7.7"";""5.5"";""178.0"";""31.6"";""71.0"";""ปกติ"""
"289,715;""129"";""4 พ.ค.2015 06:00"";""7.7"";""5.4"";""179.0"";""31.6"";""69.0"";""ปกติ"""
"289,827;""129"";""4 พ.ค.2015 07:00"";""7.7"";""5.3"";""179.0"";""31.7"";""72.0"";""ปกติ"""
"289,941;""129"";""4 พ.ค.2015 08:00"";""7.7"";""5.3"";""178.0"";""31.8"";""74.0"";""ปกติ"""
"290,056;""129"";""4 พ.ค.2015 09:00"";""7.7"";""5.4"";""179.0"";""32.0"";""74.0"";""ปกติ"""
"290,170;""129"";""4 พ.ค.2015 10:00"";""7.7"";""5.4"";""179.0"";""32.3"";""74.0"";""ปกติ"""
"290,284;""129"";""4 พ.ค.2015 11:00"";""7.7"";""5.3"";""178.0"";""32.7"";""72.0"";""ปกติ"""
"290,398;""129"";""4 พ.ค.2015 12:00"";""7.7"";""5.4"";""178.0"";""32.9"";""71.0"";""ปกติ"""
"290,512;""129"";""4 พ.ค.2015 13:00"";""7.7"";""5.4"";""177.0"";""33.2"";""72.0"";""ปกติ"""
"290,628;""129"";""4 พ.ค.2015 14:00"";""7.7"";""5.4"";""177.0"";""33.2"";""76.0"";""ปกติ"""
"290,743;""129"";""4 พ.ค.2015 15:00"";""7.7"";""5.4"";""177.0"";""33.3"";""76.0"";""ปกติ"""
"290,858;""129"";""4 พ.ค.2015 16:00"";""7.7"";""5.4"";""178.0"";""33.2"";""80.0"";""ปกติ"""
"290,972;""129"";""4 พ.ค.2015 17:00"";""7.7"";""5.3"";""178.0"";""33.0"";""83.0"";""ปกติ"""
"291,088;""129"";""4 พ.ค.2015 18:00"";""7.7"";""5.4"";""178.0"";""32.8"";""82.0"";""ปกติ"""
"291,204;""129"";""4 พ.ค.2015 19:00"";""7.7"";""5.5"";""179.0"";""32.6"";""81.0"";""ปกติ"""
"291,319;""129"";""4 พ.ค.2015 20:00"";""7.7"";""5.6"";""179.0"";""32.6"";""80.0"";""ปกติ"""
"291,435;""129"";""4 พ.ค.2015 21:00"";""7.7"";""5.6"";""180.0"";""32.6"";""87.0"";""ปกติ"""
"291,551;""129"";""4 พ.ค.2015 22:00"";""7.7"";""5.6"";""180.0"";""32.6"";""85.0"";""ปกติ"""
"291,668;""129"";""4 พ.ค.2015 23:00"";""7.7"";""5.7"";""180.0"";""32.5"";""83.0"";""ปกติ"""
"291,785;""129"";""5 พ.ค.2015 00:00"";""7.7"";""5.7"";""180.0"";""32.4"";""83.0"";""ปกติ"""
"291,902;""129"";""5 พ.ค.2015 01:00"";""7.7"";""5.6"";""180.0"";""32.2"";""83.0"";""ปกติ"""
"292,018;""129"";""5 พ.ค.2015 02:00"";""7.7"";""5.7"";""180.0"";""32.1"";""87.0"";""ปกติ"""
"292,135;""129"";""5 พ.ค.2015 03:00"";""7.7"";""5.7"";""180.0"";""32.0"";""88.0"";""ปกติ"""
"292,250;""129"";""5 พ.ค.2015 04:00"";""7.7"";""5.6"";""180.0"";""31.9"";""86.0"";""ปกติ"""
"292,365;""129"";""5 พ.ค.2015 05:00"";""7.7"";""5.5"";""180.0"";""31.8"";""86.0"";""ปกติ"""
"292,481;""129"";""5 พ.ค.2015 06:00"";""7.7"";""5.5"";""180.0"";""31.8"";""89.0"";""ปกติ"""
"292,598;""129"";""5 พ.ค.2015 07:00"";""7.7"";""5.4"";""181.0"";""31.8"";""92.0"";""ปกติ"""
"292,714;""129"";""5 พ.ค.2015 08:00"";""7.7"";""5.4"";""180.0"";""31.9"";""93.0"";""ปกติ"""
"292,831;""129"";""5 พ.ค.2015 09:00"";""7.7"";""5.4"";""180.0"";""32.1"";""91.0"";""ปกติ"""
"292,947;""129"";""5 พ.ค.2015 10:00"";""7.7"";""5.5"";""180.0"";""32.5"";""93.0"";""ปกติ"""
"293,064;""129"";""5 พ.ค.2015 11:00"";""7.7"";""5.3"";""179.0"";""32.7"";""95.0"";""ปกติ"""
"293,181;""129"";""5 พ.ค.2015 12:00"";""7.7"";""5.3"";""179.0"";""33.1"";""97.0"";""ปกติ"""
"293,298;""129"";""5 พ.ค.2015 13:00"";""7.7"";""5.2"";""179.0"";""33.1"";""94.0"";""ปกติ"""
"293,412;""129"";""5 พ.ค.2015 14:00"";""7.7"";""5.3"";""178.0"";""33.3"";""97.0"";""ปกติ"""
"293,526;""129"";""5 พ.ค.2015 15:00"";""7.7"";""5.4"";""178.0"";""33.6"";""97.0"";""ปกติ"""
"293,644;""129"";""5 พ.ค.2015 16:00"";""7.7"";""5.3"";""179.0"";""33.4"";""94.0"";""ปกติ"""
"293,759;""129"";""5 พ.ค.2015 17:00"";""7.7"";""5.4"";""179.0"";""33.3"";""95.0"";""ปกติ"""
"293,870;""129"";""5 พ.ค.2015 18:00"";""7.7"";""5.3"";""179.0"";""33.1"";""99.0"";""ปกติ"""
"293,981;""129"";""5 พ.ค.2015 19:00"";""7.7"";""5.5"";""180.0"";""32.8"";""92.0"";""ปกติ"""
"294,093;""129"";""5 พ.ค.2015 20:00"";""7.7"";""5.5"";""181.0"";""32.6"";""91.0"";""ปกติ"""
"294,206;""129"";""5 พ.ค.2015 21:00"";""7.7"";""5.6"";""181.0"";""32.6"";""92.0"";""ปกติ"""
"294,321;""129"";""5 พ.ค.2015 22:00"";""7.8"";""5.8"";""181.0"";""32.6"";""91.0"";""ปกติ"""
"294,438;""129"";""5 พ.ค.2015 23:00"";""7.8"";""5.8"";""181.0"";""32.6"";""87.0"";""ปกติ"""
"294,554;""129"";""6 พ.ค.2015 00:00"";""7.8"";""5.8"";""182.0"";""32.5"";""94.0"";""ปกติ"""
"294,670;""129"";""6 พ.ค.2015 01:00"";""7.8"";""5.8"";""182.0"";""32.4"";""92.0"";""ปกติ"""
"294,787;""129"";""6 พ.ค.2015 02:00"";""7.8"";""5.8"";""181.0"";""32.3"";""91.0"";""ปกติ"""
"294,904;""129"";""6 พ.ค.2015 03:00"";""7.7"";""5.6"";""182.0"";""32.2"";""96.0"";""ปกติ"""
"295,023;""129"";""6 พ.ค.2015 04:00"";""7.7"";""5.6"";""182.0"";""32.1"";""89.0"";""ปกติ"""
"295,141;""129"";""6 พ.ค.2015 05:00"";""7.7"";""5.5"";""183.0"";""32.0"";""87.0"";""ปกติ"""
"295,260;""129"";""6 พ.ค.2015 06:00"";""7.7"";""5.4"";""183.0"";""32.0"";""90.0"";""ปกติ"""
"295,378;""129"";""6 พ.ค.2015 07:00"";""7.7"";""5.4"";""183.0"";""32.0"";""90.0"";""ปกติ"""
"295,496;""129"";""6 พ.ค.2015 08:00"";""7.7"";""5.3"";""184.0"";""32.1"";""94.0"";""ปกติ"""
"295,615;""129"";""6 พ.ค.2015 09:00"";""7.7"";""5.3"";""183.0"";""32.3"";""93.0"";""ปกติ"""
"295,734;""129"";""6 พ.ค.2015 10:00"";""7.7"";""5.4"";""183.0"";""32.6"";""95.0"";""ปกติ"""
"295,853;""129"";""6 พ.ค.2015 11:00"";""7.7"";""5.5"";""182.0"";""33.1"";""95.0"";""ปกติ"""
"295,971;""129"";""6 พ.ค.2015 12:00"";""7.7"";""5.4"";""181.0"";""33.2"";""94.0"";""ปกติ"""
"296,088;""129"";""6 พ.ค.2015 13:00"";""7.7"";""5.3"";""179.0"";""33.7"";""97.0"";""ปกติ"""
"296,206;""129"";""6 พ.ค.2015 14:00"";""7.7"";""5.4"";""179.0"";""33.6"";""93.0"";""ปกติ"""
"296,325;""129"";""6 พ.ค.2015 15:00"";""7.7"";""5.4"";""179.0"";""33.6"";""103.0"";""ปกติ"""
"296,440;""129"";""6 พ.ค.2015 16:00"";""7.7"";""5.4"";""179.0"";""33.4"";""102.0"";""ปกติ"""
"296,560;""129"";""6 พ.ค.2015 17:00"";""7.7"";""5.3"";""178.0"";""33.2"";""109.0"";""ปกติ"""
"296,681;""129"";""6 พ.ค.2015 18:00"";""7.7"";""5.3"";""179.0"";""33.0"";""112.0"";""ปกติ"""
"296,802;""129"";""6 พ.ค.2015 19:00"";""7.7"";""5.4"";""179.0"";""32.9"";""105.0"";""ปกติ"""
"296,923;""129"";""6 พ.ค.2015 20:00"";""7.7"";""5.5"";""180.0"";""32.8"";""104.0"";""ปกติ"""
"297,042;""129"";""6 พ.ค.2015 21:00"";""7.7"";""5.6"";""180.0"";""32.8"";""97.0"";""ปกติ"""
"297,161;""129"";""6 พ.ค.2015 22:00"";""7.7"";""5.7"";""180.0"";""32.7"";""94.0"";""ปกติ"""
"297,282;""129"";""6 พ.ค.2015 23:00"";""7.7"";""5.7"";""181.0"";""32.7"";""97.0"";""ปกติ"""
"297,404;""129"";""7 พ.ค.2015 00:00"";""7.8"";""5.8"";""181.0"";""32.6"";""100.0"";""ปกติ"""
"297,527;""129"";""7 พ.ค.2015 01:00"";""7.7"";""5.8"";""182.0"";""32.5"";""96.0"";""ปกติ"""
"297,649;""129"";""7 พ.ค.2015 02:00"";""7.7"";""5.7"";""182.0"";""32.4"";""100.0"";""ปกติ"""
"297,771;""129"";""7 พ.ค.2015 03:00"";""7.7"";""5.7"";""182.0"";""32.3"";""106.0"";""ปกติ"""
"297,894;""129"";""7 พ.ค.2015 04:00"";""7.7"";""5.7"";""183.0"";""32.2"";""98.0"";""ปกติ"""
"298,017;""129"";""7 พ.ค.2015 05:00"";""7.7"";""5.5"";""183.0"";""32.2"";""100.0"";""ปกติ"""
"298,140;""129"";""7 พ.ค.2015 06:00"";""7.7"";""5.5"";""183.0"";""32.1"";""107.0"";""ปกติ"""
"298,263;""129"";""7 พ.ค.2015 07:00"";""7.7"";""5.4"";""183.0"";""32.2"";""96.0"";""ปกติ"""
"298,385;""129"";""7 พ.ค.2015 08:00"";""7.7"";""5.4"";""183.0"";""32.4"";""100.0"";""ปกติ"""
"298,507;""129"";""7 พ.ค.2015 09:00"";""7.7"";""5.4"";""183.0"";""32.6"";""109.0"";""ปกติ"""
"298,630;""129"";""7 พ.ค.2015 10:00"";""7.7"";""5.4"";""183.0"";""32.9"";""109.0"";""ปกติ"""
"298,753;""129"";""7 พ.ค.2015 11:00"";""7.7"";""5.3"";""182.0"";""33.3"";""106.0"";""ปกติ"""
"298,876;""129"";""7 พ.ค.2015 12:00"";""7.7"";""5.3"";""182.0"";""33.6"";""105.0"";""ปกติ"""
"299,000;""129"";""7 พ.ค.2015 13:00"";""7.7"";""5.3"";""182.0"";""33.8"";""100.0"";""ปกติ"""
"299,127;""129"";""7 พ.ค.2015 14:00"";""7.8"";""5.4"";""182.0"";""34.0"";""104.0"";""ปกติ"""
"299,252;""129"";""7 พ.ค.2015 15:00"";""7.8"";""5.4"";""183.0"";""34.0"";""104.0"";""ปกติ"""
"299,377;""129"";""7 พ.ค.2015 16:00"";""7.8"";""5.5"";""183.0"";""33.8"";""106.0"";""ปกติ"""
"299,501;""129"";""7 พ.ค.2015 17:00"";""7.8"";""5.5"";""183.0"";""33.6"";""108.0"";""ปกติ"""
"299,625;""129"";""7 พ.ค.2015 18:00"";""7.7"";""5.5"";""184.0"";""33.2"";""112.0"";""ปกติ"""
"299,750;""129"";""7 พ.ค.2015 19:00"";""7.8"";""5.7"";""185.0"";""33.0"";""111.0"";""ปกติ"""
"299,873;""129"";""7 พ.ค.2015 20:00"";""7.8"";""5.7"";""185.0"";""33.0"";""109.0"";""ปกติ"""
"299,996;""129"";""7 พ.ค.2015 21:00"";""7.7"";""5.6"";""185.0"";""33.0"";""108.0"";""ปกติ"""
"300,120;""129"";""7 พ.ค.2015 22:00"";""7.8"";""5.6"";""185.0"";""33.0"";""110.0"";""ปกติ"""
"300,243;""129"";""7 พ.ค.2015 23:00"";""7.7"";""5.6"";""184.0"";""33.0"";""114.0"";""ปกติ"""
"300,366;""129"";""8 พ.ค.2015 00:00"";""7.8"";""5.7"";""184.0"";""32.8"";""100.0"";""ปกติ"""
"300,491;""129"";""8 พ.ค.2015 01:00"";""7.7"";""5.7"";""184.0"";""32.7"";""105.0"";""ปกติ"""
"300,616;""129"";""8 พ.ค.2015 02:00"";""7.7"";""5.6"";""184.0"";""32.7"";""107.0"";""ปกติ"""
"300,740;""129"";""8 พ.ค.2015 03:00"";""7.7"";""5.6"";""184.0"";""32.6"";""106.0"";""ปกติ"""
"300,864;""129"";""8 พ.ค.2015 04:00"";""7.7"";""5.5"";""184.0"";""32.6"";""99.0"";""ปกติ"""
"300,988;""129"";""8 พ.ค.2015 05:00"";""7.7"";""5.5"";""184.0"";""32.5"";""113.0"";""ปกติ"""
"301,113;""129"";""8 พ.ค.2015 06:00"";""7.7"";""5.4"";""184.0"";""32.5"";""110.0"";""ปกติ"""
"301,238;""129"";""8 พ.ค.2015 07:00"";""7.7"";""5.3"";""183.0"";""32.5"";""112.0"";""ปกติ"""
"301,362;""129"";""8 พ.ค.2015 08:00"";""7.7"";""5.2"";""182.0"";""32.6"";""107.0"";""ปกติ"""
"301,486;""129"";""8 พ.ค.2015 09:00"";""7.7"";""5.2"";""181.0"";""32.8"";""109.0"";""ปกติ"""
"301,611;""129"";""8 พ.ค.2015 10:00"";""7.7"";""5.4"";""181.0"";""33.0"";""107.0"";""ปกติ"""
"301,736;""129"";""8 พ.ค.2015 11:00"";""7.7"";""5.3"";""181.0"";""33.4"";""114.0"";""ปกติ"""
"301,860;""129"";""8 พ.ค.2015 12:00"";""7.7"";""5.3"";""180.0"";""33.5"";""112.0"";""ปกติ"""
"301,982;""129"";""8 พ.ค.2015 13:00"";""7.7"";""5.2"";""180.0"";""33.8"";""110.0"";""ปกติ"""
"302,105;""129"";""8 พ.ค.2015 14:00"";""7.7"";""5.2"";""180.0"";""33.8"";""115.0"";""ปกติ"""
"302,227;""129"";""8 พ.ค.2015 15:00"";""7.7"";""5.2"";""180.0"";""33.9"";""121.0"";""ปกติ"""
"302,345;""129"";""8 พ.ค.2015 16:00"";""7.7"";""5.3"";""180.0"";""33.7"";""115.0"";""ปกติ"""
"302,465;""129"";""8 พ.ค.2015 17:00"";""7.7"";""5.3"";""180.0"";""33.5"";""122.0"";""ปกติ"""
"302,583;""129"";""8 พ.ค.2015 18:00"";""7.7"";""5.3"";""181.0"";""33.3"";""120.0"";""ปกติ"""
"302,701;""129"";""8 พ.ค.2015 19:00"";""7.7"";""5.4"";""181.0"";""33.2"";""112.0"";""ปกติ"""
"302,820;""129"";""8 พ.ค.2015 20:00"";""7.7"";""5.6"";""181.0"";""33.1"";""117.0"";""ปกติ"""
"302,939;""129"";""8 พ.ค.2015 21:00"";""7.7"";""5.6"";""181.0"";""33.0"";""112.0"";""ปกติ"""
"303,059;""129"";""8 พ.ค.2015 22:00"";""7.7"";""5.6"";""181.0"";""32.8"";""107.0"";""ปกติ"""
"303,178;""129"";""8 พ.ค.2015 23:00"";""7.7"";""5.7"";""181.0"";""32.7"";""108.0"";""ปกติ"""
"303,296;""129"";""9 พ.ค.2015 00:00"";""7.7"";""5.6"";""181.0"";""32.6"";""104.0"";""ปกติ"""
"303,415;""129"";""9 พ.ค.2015 01:00"";""7.7"";""5.6"";""181.0"";""32.5"";""107.0"";""ปกติ"""
"303,534;""129"";""9 พ.ค.2015 02:00"";""7.7"";""5.6"";""181.0"";""32.5"";""105.0"";""ปกติ"""
"303,653;""129"";""9 พ.ค.2015 03:00"";""7.7"";""5.5"";""181.0"";""32.5"";""101.0"";""ปกติ"""
"303,772;""129"";""9 พ.ค.2015 04:00"";""7.7"";""5.4"";""181.0"";""32.4"";""102.0"";""ปกติ"""
"303,893;""129"";""9 พ.ค.2015 05:00"";""7.7"";""5.4"";""181.0"";""32.3"";""104.0"";""ปกติ"""
"304,014;""129"";""9 พ.ค.2015 06:00"";""7.7"";""5.4"";""182.0"";""32.2"";""107.0"";""ปกติ"""
"304,135;""129"";""9 พ.ค.2015 07:00"";""7.7"";""5.2"";""182.0"";""32.3"";""108.0"";""ปกติ"""
"304,256;""129"";""9 พ.ค.2015 08:00"";""7.7"";""5.2"";""182.0"";""32.4"";""105.0"";""ปกติ"""
"304,376;""129"";""9 พ.ค.2015 09:00"";""7.7"";""5.2"";""181.0"";""32.6"";""115.0"";""ปกติ"""
"304,494;""129"";""9 พ.ค.2015 10:00"";""7.7"";""5.3"";""181.0"";""32.8"";""108.0"";""ปกติ"""
"304,613;""129"";""9 พ.ค.2015 11:00"";""7.7"";""5.1"";""180.0"";""33.1"";""114.0"";""ปกติ"""
"304,732;""129"";""9 พ.ค.2015 12:00"";""7.6"";""5.0"";""179.0"";""33.3"";""114.0"";""ปกติ"""
"304,854;""129"";""9 พ.ค.2015 13:00"";""7.7"";""5.1"";""179.0"";""33.5"";""114.0"";""ปกติ"""
"304,972;""129"";""9 พ.ค.2015 14:00"";""7.7"";""5.0"";""179.0"";""33.6"";""117.0"";""ปกติ"""
"305,095;""129"";""9 พ.ค.2015 15:00"";""7.7"";""5.2"";""179.0"";""33.6"";""114.0"";""ปกติ"""
"305,216;""129"";""9 พ.ค.2015 16:00"";""7.7"";""5.2"";""179.0"";""33.5"";""402.0"";""ปกติ"""
"305,340;""129"";""9 พ.ค.2015 17:00"";""7.7"";""5.2"";""179.0"";""33.4"";""402.0"";""ปกติ"""
"305,464;""129"";""9 พ.ค.2015 18:00"";""7.7"";""5.2"";""179.0"";""33.2"";""114.0"";""ปกติ"""
"305,588;""129"";""9 พ.ค.2015 19:00"";""7.7"";""5.3"";""179.0"";""33.0"";""113.0"";""ปกติ"""
"305,713;""129"";""9 พ.ค.2015 20:00"";""7.7"";""5.3"";""180.0"";""33.0"";""402.0"";""ปกติ"""
"305,838;""129"";""9 พ.ค.2015 21:00"";""7.7"";""5.5"";""180.0"";""32.7"";""402.0"";""ปกติ"""
"305,962;""129"";""9 พ.ค.2015 22:00"";""7.7"";""5.6"";""180.0"";""32.3"";""402.0"";""ปกติ"""
"306,085;""129"";""9 พ.ค.2015 23:00"";""7.7"";""5.6"";""181.0"";""32.4"";""402.0"";""ปกติ"""
"306,208;""129"";""10 พ.ค.2015 00:00"";""7.6"";""5.5"";""181.0"";""32.3"";""402.0"";""ปกติ"""
"306,333;""129"";""10 พ.ค.2015 01:00"";""7.6"";""5.3"";""181.0"";""32.3"";""402.0"";""ปกติ"""
"306,458;""129"";""10 พ.ค.2015 02:00"";""7.6"";""5.0"";""182.0"";""32.3"";""402.0"";""ปกติ"""
"306,580;""129"";""10 พ.ค.2015 03:00"";""7.6"";""4.8"";""182.0"";""32.2"";""402.0"";""ปกติ"""
"306,702;""129"";""10 พ.ค.2015 04:00"";""7.5"";""4.7"";""182.0"";""32.1"";""402.0"";""ปกติ"""
"306,826;""129"";""10 พ.ค.2015 05:00"";""7.5"";""4.5"";""181.0"";""32.1"";""402.0"";""ปกติ"""
"306,951;""129"";""10 พ.ค.2015 06:00"";""7.5"";""4.4"";""181.0"";""32.0"";""402.0"";""ปกติ"""
"307,075;""129"";""10 พ.ค.2015 07:00"";""7.5"";""4.3"";""181.0"";""32.0"";""402.0"";""ปกติ"""
"307,200;""129"";""10 พ.ค.2015 08:00"";""7.5"";""4.2"";""181.0"";""32.1"";""402.0"";""ปกติ"""
"307,325;""129"";""10 พ.ค.2015 09:00"";""7.5"";""4.4"";""180.0"";""32.2"";""402.0"";""ปกติ"""
"307,450;""129"";""10 พ.ค.2015 10:00"";""7.6"";""4.8"";""180.0"";""32.5"";""402.0"";""ปกติ"""
"307,575;""129"";""10 พ.ค.2015 11:00"";""7.6"";""4.7"";""179.0"";""32.7"";""402.0"";""ปกติ"""
"307,700;""129"";""10 พ.ค.2015 12:00"";""7.6"";""4.6"";""178.0"";""32.9"";""402.0"";""ปกติ"""
"307,825;""129"";""10 พ.ค.2015 13:00"";""7.6"";""4.6"";""178.0"";""33.1"";""402.0"";""ปกติ"""
"307,945;""129"";""10 พ.ค.2015 14:00"";""7.6"";""4.7"";""178.0"";""33.3"";""402.0"";""ปกติ"""
"308,070;""129"";""10 พ.ค.2015 15:00"";""7.6"";""4.6"";""178.0"";""33.3"";""402.0"";""ปกติ"""
"308,193;""129"";""10 พ.ค.2015 16:00"";""7.6"";""4.8"";""178.0"";""33.3"";""402.0"";""ปกติ"""
"308,318;""129"";""10 พ.ค.2015 17:00"";""7.6"";""4.8"";""179.0"";""33.1"";""402.0"";""ปกติ"""
"308,443;""129"";""10 พ.ค.2015 18:00"";""7.6"";""4.8"";""180.0"";""32.9"";""402.0"";""ปกติ"""
"308,568;""129"";""10 พ.ค.2015 19:00"";""7.6"";""5.0"";""180.0"";""32.7"";""402.0"";""ปกติ"""
"308,691;""129"";""10 พ.ค.2015 20:00"";""7.6"";""5.0"";""180.0"";""32.7"";""402.0"";""ปกติ"""
"308,816;""129"";""10 พ.ค.2015 21:00"";""7.6"";""5.2"";""180.0"";""32.6"";""402.0"";""ปกติ"""
"308,939;""129"";""10 พ.ค.2015 22:00"";""7.6"";""5.3"";""181.0"";""32.5"";""402.0"";""ปกติ"""
"309,064;""129"";""10 พ.ค.2015 23:00"";""7.6"";""5.3"";""181.0"";""32.4"";""402.0"";""ปกติ"""
"309,188;""129"";""11 พ.ค.2015 00:00"";""7.6"";""5.3"";""181.0"";""32.4"";""402.0"";""ปกติ"""
"309,313;""129"";""11 พ.ค.2015 01:00"";""7.6"";""5.3"";""181.0"";""32.3"";""402.0"";""ปกติ"""
"309,438;""129"";""11 พ.ค.2015 02:00"";""7.6"";""5.2"";""182.0"";""32.3"";""402.0"";""ปกติ"""
"309,562;""129"";""11 พ.ค.2015 03:00"";""7.6"";""5.2"";""182.0"";""32.2"";""402.0"";""ปกติ"""
"309,685;""129"";""11 พ.ค.2015 04:00"";""7.6"";""5.2"";""182.0"";""32.1"";""402.0"";""ปกติ"""
"309,810;""129"";""11 พ.ค.2015 05:00"";""7.6"";""5.1"";""182.0"";""32.1"";""402.0"";""ปกติ"""
"309,935;""129"";""11 พ.ค.2015 06:00"";""7.6"";""5.0"";""182.0"";""32.0"";""402.0"";""ปกติ"""
"310,060;""129"";""11 พ.ค.2015 07:00"";""7.6"";""4.9"";""182.0"";""32.0"";""402.0"";""ปกติ"""
