"202,290";"109";"3 เม.ย.2015 10:00";"6.5";"7.7";"247.5";"31.2";"-";"ปกติ"
"202,351";"109";"3 เม.ย.2015 10:30";"6.5";"7.4";"248.1";"31.2";"-";"ปกติ"
"202,405";"109";"3 เม.ย.2015 11:00";"6.5";"7.3";"247.8";"31.2";"-";"ปกติ"
"202,466";"109";"3 เม.ย.2015 11:30";"6.5";"7.3";"248.2";"31.4";"-";"ปกติ"
"202,521";"109";"3 เม.ย.2015 12:00";"6.5";"7.1";"248.4";"31.5";"-";"ปกติ"
"202,582";"109";"3 เม.ย.2015 12:30";"6.4";"7.2";"247.8";"31.2";"-";"ปกติ"
"202,636";"109";"3 เม.ย.2015 13:00";"6.4";"7.3";"247.7";"31.2";"-";"ปกติ"
"202,695";"109";"3 เม.ย.2015 13:30";"6.5";"7.3";"248.0";"31.6";"-";"ปกติ"
"202,748";"109";"3 เม.ย.2015 14:00";"6.7";"7.8";"249.5";"32.8";"-";"ปกติ"
"202,808";"109";"3 เม.ย.2015 14:30";"6.8";"8.5";"247.3";"33.5";"-";"ปกติ"
"202,861";"109";"3 เม.ย.2015 15:00";"7.0";"9.8";"246.1";"33.8";"-";"ปกติ"
"202,921";"109";"3 เม.ย.2015 15:30";"6.7";"9.0";"244.8";"32.2";"-";"ปกติ"
"202,974";"109";"3 เม.ย.2015 16:00";"6.9";"9.2";"245.7";"33.0";"-";"ปกติ"
"203,034";"109";"3 เม.ย.2015 16:30";"6.7";"9.4";"242.7";"32.2";"-";"ปกติ"
"203,087";"109";"3 เม.ย.2015 17:00";"6.7";"9.4";"242.6";"32.3";"-";"ปกติ"
"203,148";"109";"3 เม.ย.2015 17:30";"6.9";"9.6";"243.0";"32.5";"-";"ปกติ"
"203,201";"109";"3 เม.ย.2015 18:00";"6.8";"9.2";"241.8";"32.9";"-";"ปกติ"
"203,262";"109";"3 เม.ย.2015 18:30";"6.7";"9.0";"242.0";"32.7";"-";"ปกติ"
"203,314";"109";"3 เม.ย.2015 19:00";"6.7";"8.8";"247.9";"32.4";"-";"ปกติ"
"203,375";"109";"3 เม.ย.2015 19:30";"6.6";"8.4";"247.8";"32.5";"-";"ปกติ"
"203,428";"109";"3 เม.ย.2015 20:00";"6.8";"8.5";"248.9";"32.6";"-";"ปกติ"
"203,489";"109";"3 เม.ย.2015 20:30";"6.8";"9.2";"247.5";"32.9";"-";"ปกติ"
"203,542";"109";"3 เม.ย.2015 21:00";"6.9";"9.5";"247.0";"32.7";"-";"ปกติ"
"203,603";"109";"3 เม.ย.2015 21:30";"6.7";"8.4";"247.8";"32.2";"-";"ปกติ"
"203,656";"109";"3 เม.ย.2015 22:00";"6.6";"7.9";"249.0";"31.9";"-";"ปกติ"
