หมายเลข,วันที่-เวลา,DO,EC,T,Tb,สถานะ
111,3 ก.ค.2015 14:00,5.8,488.3,30.9,-,ปกติ
111,3 ก.ค.2015 14:30,5.8,488.4,31.0,-,ปกติ
111,3 ก.ค.2015 15:00,5.8,487.5,31.2,-,ปกติ
111,3 ก.ค.2015 15:30,5.7,489.5,31.3,-,ปกติ
111,3 ก.ค.2015 16:00,5.7,486.9,31.4,-,ปกติ
111,3 ก.ค.2015 16:30,5.7,489.1,31.3,-,ปกติ
111,3 ก.ค.2015 17:00,5.7,486.0,31.5,-,ปกติ
111,3 ก.ค.2015 17:30,5.7,486.6,31.8,-,ปกติ
111,3 ก.ค.2015 18:00,F,F,F,-,-
111,3 ก.ค.2015 18:30,5.7,486.4,31.4,-,ปกติ
111,3 ก.ค.2015 19:00,5.8,486.0,31.0,-,ปกติ
111,3 ก.ค.2015 19:30,5.8,487.1,30.5,-,ปกติ
111,3 ก.ค.2015 20:00,5.8,486.2,30.2,-,ปกติ
111,3 ก.ค.2015 20:30,5.8,486.4,29.9,-,ปกติ
111,3 ก.ค.2015 21:00,5.8,486.0,29.6,-,ปกติ
111,3 ก.ค.2015 21:30,5.8,483.8,29.4,-,ปกติ
111,3 ก.ค.2015 22:00,5.8,482.2,29.2,-,ปกติ
111,3 ก.ค.2015 22:30,5.8,481.2,28.9,-,ปกติ
111,3 ก.ค.2015 23:00,5.9,481.6,28.7,-,ปกติ
111,3 ก.ค.2015 23:30,5.9,478.9,28.6,-,ปกติ
111,4 ก.ค.2015 00:00,5.9,475.8,28.4,-,ปกติ
111,4 ก.ค.2015 00:30,5.9,474.1,28.2,-,ปกติ
111,4 ก.ค.2015 01:00,5.9,474.0,28.0,-,ปกติ
111,4 ก.ค.2015 01:30,5.9,472.3,27.8,-,ปกติ
111,4 ก.ค.2015 02:00,5.9,471.9,27.7,-,ปกติ
111,4 ก.ค.2015 02:30,5.9,471.1,27.6,-,ปกติ
111,4 ก.ค.2015 03:00,6.0,470.2,27.4,-,ปกติ
111,4 ก.ค.2015 03:30,6.0,469.5,27.3,-,ปกติ
111,4 ก.ค.2015 04:00,5.3,469.4,27.2,-,ปกติ
111,4 ก.ค.2015 04:30,5.9,466.9,27.0,-,ปกติ
111,4 ก.ค.2015 05:00,6.0,466.1,26.9,-,ปกติ
111,4 ก.ค.2015 05:30,6.0,464.7,26.8,-,ปกติ
111,4 ก.ค.2015 06:00,6.0,464.1,26.7,-,ปกติ
111,4 ก.ค.2015 06:30,6.1,462.5,26.6,-,ปกติ
111,4 ก.ค.2015 07:00,6.1,462.0,26.7,-,ปกติ
111,4 ก.ค.2015 07:30,6.1,461.3,26.8,-,ปกติ
111,4 ก.ค.2015 08:00,6.1,459.4,27.1,-,ปกติ
111,4 ก.ค.2015 08:30,6.1,462.3,27.5,-,ปกติ
111,4 ก.ค.2015 09:00,6.0,458.8,28.1,-,ปกติ
111,4 ก.ค.2015 09:30,6.1,454.4,28.6,-,ปกติ
111,4 ก.ค.2015 10:00,6.1,453.1,28.8,-,ปกติ
111,4 ก.ค.2015 10:30,6.2,451.4,29.0,-,ปกติ
111,4 ก.ค.2015 11:00,6.2,453.9,29.2,-,ปกติ
111,4 ก.ค.2015 11:30,6.1,452.4,29.5,-,ปกติ
111,4 ก.ค.2015 12:00,6.1,451.7,29.8,-,ปกติ
111,4 ก.ค.2015 12:30,6.1,451.9,30.0,-,ปกติ
111,4 ก.ค.2015 13:00,6.0,452.3,30.3,-,ปกติ
111,4 ก.ค.2015 13:30,6.0,450.4,30.7,-,ปกติ
111,4 ก.ค.2015 14:00,6.0,446.3,31.0,-,ปกติ
111,4 ก.ค.2015 14:30,6.0,440.8,31.3,-,ปกติ
111,4 ก.ค.2015 15:00,6.0,433.3,31.4,-,ปกติ
111,4 ก.ค.2015 15:30,5.9,416.7,31.7,-,ปกติ
111,4 ก.ค.2015 16:00,5.9,400.4,31.9,-,ปกติ
111,4 ก.ค.2015 16:30,5.8,400.1,31.7,-,ปกติ
111,4 ก.ค.2015 17:00,5.9,401.0,31.6,-,ปกติ
111,4 ก.ค.2015 17:30,5.9,403.0,31.9,-,ปกติ
111,4 ก.ค.2015 18:00,5.9,400.3,31.8,-,ปกติ
111,4 ก.ค.2015 18:30,5.9,401.9,31.4,-,ปกติ
111,4 ก.ค.2015 19:00,5.9,402.8,31.0,-,ปกติ
111,4 ก.ค.2015 19:30,5.9,403.7,30.8,-,ปกติ
111,4 ก.ค.2015 20:00,5.9,404.1,30.5,-,ปกติ
111,4 ก.ค.2015 20:30,5.9,404.1,30.3,-,ปกติ
111,4 ก.ค.2015 21:00,5.9,403.9,30.1,-,ปกติ
111,4 ก.ค.2015 21:30,5.8,404.3,29.9,-,ปกติ
111,4 ก.ค.2015 22:00,5.8,403.9,29.7,-,ปกติ
111,4 ก.ค.2015 22:30,5.9,403.4,29.5,-,ปกติ
111,4 ก.ค.2015 23:00,5.9,403.7,29.3,-,ปกติ
111,4 ก.ค.2015 23:30,5.9,403.0,29.1,-,ปกติ
111,5 ก.ค.2015 00:00,5.9,402.9,29.0,-,ปกติ
111,5 ก.ค.2015 00:30,5.9,402.8,28.8,-,ปกติ
111,5 ก.ค.2015 01:00,5.9,402.5,28.6,-,ปกติ
111,5 ก.ค.2015 01:30,5.9,402.5,28.5,-,ปกติ
111,5 ก.ค.2015 02:00,6.0,402.2,28.3,-,ปกติ
111,5 ก.ค.2015 02:30,6.0,402.0,28.1,-,ปกติ
111,5 ก.ค.2015 03:00,6.0,402.0,28.0,-,ปกติ
111,5 ก.ค.2015 03:30,6.0,401.6,28.0,-,ปกติ
111,5 ก.ค.2015 04:00,6.0,401.2,27.9,-,ปกติ
111,5 ก.ค.2015 04:30,6.0,401.0,27.8,-,ปกติ
111,5 ก.ค.2015 05:00,5.9,401.3,27.7,-,ปกติ
111,5 ก.ค.2015 05:30,6.0,401.0,27.6,-,ปกติ
111,5 ก.ค.2015 06:00,6.1,401.2,27.5,-,ปกติ
111,5 ก.ค.2015 06:30,6.1,400.9,27.4,-,ปกติ
111,5 ก.ค.2015 07:00,6.1,401.1,27.4,-,ปกติ
111,5 ก.ค.2015 07:30,6.1,400.8,27.5,-,ปกติ
111,5 ก.ค.2015 08:00,6.1,400.6,27.6,-,ปกติ
111,5 ก.ค.2015 08:30,6.1,400.5,27.8,-,ปกติ
111,5 ก.ค.2015 09:00,6.0,399.7,28.1,-,ปกติ
111,5 ก.ค.2015 09:30,6.0,398.9,28.3,-,ปกติ
111,5 ก.ค.2015 10:00,6.0,397.9,28.5,-,ปกติ
111,5 ก.ค.2015 10:30,6.0,399.2,28.7,-,ปกติ
111,5 ก.ค.2015 11:00,6.0,397.8,28.9,-,ปกติ
111,5 ก.ค.2015 11:30,5.9,398.7,29.1,-,ปกติ
111,5 ก.ค.2015 12:00,6.0,397.2,29.3,-,ปกติ
111,5 ก.ค.2015 12:30,6.0,400.5,29.6,-,ปกติ
111,5 ก.ค.2015 13:00,5.9,400.9,29.9,-,ปกติ
111,5 ก.ค.2015 13:30,5.9,396.5,30.1,-,ปกติ
111,5 ก.ค.2015 14:00,5.9,395.6,30.4,-,ปกติ
111,5 ก.ค.2015 14:30,5.9,394.0,30.5,-,ปกติ
111,5 ก.ค.2015 15:00,5.9,393.3,30.6,-,ปกติ
111,5 ก.ค.2015 15:30,5.8,394.9,30.6,-,ปกติ
111,5 ก.ค.2015 16:00,5.8,395.1,31.0,-,ปกติ
111,5 ก.ค.2015 16:30,5.8,393.6,31.1,-,ปกติ
111,5 ก.ค.2015 17:00,5.8,393.7,30.9,-,ปกติ
111,5 ก.ค.2015 17:30,5.9,395.5,30.6,-,ปกติ
111,5 ก.ค.2015 18:00,5.8,396.9,30.4,-,ปกติ
111,5 ก.ค.2015 18:30,5.9,397.4,30.2,-,ปกติ
111,5 ก.ค.2015 19:00,5.9,397.8,30.0,-,ปกติ
111,5 ก.ค.2015 19:30,F,F,F,-,-
111,5 ก.ค.2015 20:00,5.8,397.7,29.7,-,ปกติ
111,5 ก.ค.2015 20:30,5.9,397.6,29.5,-,ปกติ
111,5 ก.ค.2015 21:00,5.8,397.8,29.3,-,ปกติ
111,5 ก.ค.2015 21:30,F,F,F,-,-
111,5 ก.ค.2015 22:00,5.9,398.0,29.0,-,ปกติ
111,5 ก.ค.2015 22:30,5.9,398.0,28.9,-,ปกติ
111,5 ก.ค.2015 23:00,5.8,397.5,28.7,-,ปกติ
111,5 ก.ค.2015 23:30,5.9,397.5,28.6,-,ปกติ
111,6 ก.ค.2015 00:00,5.9,397.4,28.5,-,ปกติ
111,6 ก.ค.2015 00:30,5.9,397.7,28.4,-,ปกติ
111,6 ก.ค.2015 01:00,5.8,397.6,28.3,-,ปกติ
111,6 ก.ค.2015 01:30,5.9,397.1,28.2,-,ปกติ
111,6 ก.ค.2015 02:00,6.0,397.2,28.1,-,ปกติ
111,6 ก.ค.2015 02:30,5.9,397.3,28.1,-,ปกติ
111,6 ก.ค.2015 03:00,5.9,397.2,28.0,-,ปกติ
111,6 ก.ค.2015 03:30,5.8,397.0,27.9,-,ปกติ
111,6 ก.ค.2015 04:00,6.0,396.8,27.8,-,ปกติ
111,6 ก.ค.2015 04:30,6.0,396.8,27.7,-,ปกติ
111,6 ก.ค.2015 05:00,6.1,396.9,27.6,-,ปกติ
111,6 ก.ค.2015 05:30,6.1,396.7,27.6,-,ปกติ
111,6 ก.ค.2015 06:00,6.1,396.8,27.5,-,ปกติ
111,6 ก.ค.2015 06:30,5.5,396.6,27.4,-,ปกติ
111,6 ก.ค.2015 07:00,5.8,396.9,27.5,-,ปกติ
111,6 ก.ค.2015 07:30,6.0,397.6,27.6,-,ปกติ
111,6 ก.ค.2015 08:00,6.0,397.8,27.8,-,ปกติ
111,6 ก.ค.2015 08:30,6.0,397.8,28.0,-,ปกติ
111,6 ก.ค.2015 09:00,6.0,396.6,28.2,-,ปกติ
111,6 ก.ค.2015 09:30,5.9,402.3,28.5,-,ปกติ
111,6 ก.ค.2015 10:00,5.9,403.9,28.8,-,ปกติ
111,6 ก.ค.2015 10:30,5.9,396.6,29.1,-,ปกติ
111,6 ก.ค.2015 11:00,6.0,393.7,29.3,-,ปกติ
111,6 ก.ค.2015 11:30,5.9,396.7,29.6,-,ปกติ
111,6 ก.ค.2015 12:00,5.9,398.3,29.9,-,ปกติ
111,6 ก.ค.2015 12:30,6.0,404.0,30.3,-,ปกติ
111,6 ก.ค.2015 13:00,5.9,394.2,30.5,-,ปกติ
111,6 ก.ค.2015 13:30,5.9,392.8,30.6,-,ปกติ
111,6 ก.ค.2015 14:00,5.9,398.2,31.0,-,ปกติ
111,6 ก.ค.2015 14:30,5.8,393.3,31.1,-,ปกติ
111,6 ก.ค.2015 15:00,5.8,394.5,31.4,-,ปกติ
111,6 ก.ค.2015 15:30,5.8,392.1,31.4,-,ปกติ
111,6 ก.ค.2015 16:00,5.8,393.4,31.5,-,ปกติ
111,6 ก.ค.2015 16:30,5.7,392.8,31.5,-,ปกติ
111,6 ก.ค.2015 17:00,5.8,392.8,31.6,-,ปกติ
111,6 ก.ค.2015 17:30,5.8,392.5,31.4,-,ปกติ
111,6 ก.ค.2015 18:00,5.8,394.1,31.2,-,ปกติ
111,6 ก.ค.2015 18:30,5.8,395.2,31.0,-,ปกติ
111,6 ก.ค.2015 19:00,5.8,395.3,30.8,-,ปกติ
111,6 ก.ค.2015 19:30,5.8,396.3,30.7,-,ปกติ
111,6 ก.ค.2015 20:00,5.8,396.1,30.5,-,ปกติ
111,6 ก.ค.2015 20:30,5.7,396.7,30.3,-,ปกติ
111,6 ก.ค.2015 21:00,5.8,397.1,30.1,-,ปกติ
111,6 ก.ค.2015 21:30,5.8,397.2,29.9,-,ปกติ
111,6 ก.ค.2015 22:00,5.8,397.2,29.8,-,ปกติ
111,6 ก.ค.2015 22:30,5.8,397.4,29.7,-,ปกติ
111,6 ก.ค.2015 23:00,5.6,397.9,29.5,-,ปกติ
111,6 ก.ค.2015 23:30,5.8,397.6,29.4,-,ปกติ
111,7 ก.ค.2015 00:00,5.8,397.5,29.3,-,ปกติ
111,7 ก.ค.2015 00:30,5.7,397.4,29.2,-,ปกติ
111,7 ก.ค.2015 01:00,5.7,397.3,29.1,-,ปกติ
111,7 ก.ค.2015 01:30,5.6,397.1,28.9,-,ปกติ
111,7 ก.ค.2015 02:00,5.7,397.1,28.8,-,ปกติ
111,7 ก.ค.2015 02:30,5.3,397.1,28.7,-,ปกติ
111,7 ก.ค.2015 03:00,5.5,397.0,28.7,-,ปกติ
111,7 ก.ค.2015 03:30,5.3,396.4,28.5,-,ปกติ
111,7 ก.ค.2015 04:00,5.8,396.2,28.4,-,ปกติ
111,7 ก.ค.2015 04:30,5.9,396.3,28.3,-,ปกติ
111,7 ก.ค.2015 05:00,5.9,395.7,28.2,-,ปกติ
111,7 ก.ค.2015 05:30,5.8,396.0,28.1,-,ปกติ
111,7 ก.ค.2015 06:00,5.5,395.9,28.0,-,ปกติ
111,7 ก.ค.2015 06:30,5.2,395.8,27.9,-,ปกติ
111,7 ก.ค.2015 07:00,5.4,396.0,27.9,-,ปกติ
111,7 ก.ค.2015 07:30,5.5,397.0,28.0,-,ปกติ
111,7 ก.ค.2015 08:00,5.3,401.3,28.3,-,ปกติ
111,7 ก.ค.2015 08:30,5.5,405.8,28.7,-,ปกติ
111,7 ก.ค.2015 09:00,5.9,407.4,29.4,-,ปกติ
111,7 ก.ค.2015 09:30,5.8,406.0,29.8,-,ปกติ
111,7 ก.ค.2015 10:00,5.9,392.8,30.0,-,ปกติ
111,7 ก.ค.2015 10:30,6.0,393.2,30.2,-,ปกติ
111,7 ก.ค.2015 11:00,5.9,390.8,30.3,-,ปกติ
111,7 ก.ค.2015 11:30,5.9,389.3,30.4,-,ปกติ
111,7 ก.ค.2015 12:00,5.9,393.1,30.7,-,ปกติ
111,7 ก.ค.2015 12:30,5.9,393.2,30.9,-,ปกติ
111,7 ก.ค.2015 13:00,5.9,392.4,31.2,-,ปกติ
111,7 ก.ค.2015 13:30,5.9,391.6,31.5,-,ปกติ
111,7 ก.ค.2015 14:00,5.9,391.0,31.7,-,ปกติ
111,7 ก.ค.2015 14:30,5.9,390.5,32.1,-,ปกติ
111,7 ก.ค.2015 15:00,5.9,389.8,32.4,-,ปกติ
111,7 ก.ค.2015 15:30,5.8,387.7,32.6,-,ปกติ
111,7 ก.ค.2015 16:00,5.8,390.4,33.1,-,ปกติ
111,7 ก.ค.2015 16:30,5.8,389.8,33.3,-,ปกติ
111,7 ก.ค.2015 17:00,5.8,389.1,33.5,-,ปกติ
111,7 ก.ค.2015 17:30,5.8,388.8,33.6,-,ปกติ
111,7 ก.ค.2015 18:00,5.8,388.6,33.4,-,ปกติ
111,7 ก.ค.2015 18:30,5.8,387.5,33.0,-,ปกติ
111,7 ก.ค.2015 19:00,5.8,388.2,32.6,-,ปกติ
111,7 ก.ค.2015 19:30,5.7,389.0,32.3,-,ปกติ
111,7 ก.ค.2015 20:00,5.7,389.9,32.1,-,ปกติ
111,7 ก.ค.2015 20:30,5.8,390.0,31.9,-,ปกติ
111,7 ก.ค.2015 21:00,5.8,390.6,31.7,-,ปกติ
111,7 ก.ค.2015 21:30,F,F,F,-,-
111,7 ก.ค.2015 22:00,5.8,391.6,31.2,-,ปกติ
111,7 ก.ค.2015 22:30,5.5,391.9,31.0,-,ปกติ
111,7 ก.ค.2015 23:00,5.8,391.4,30.7,-,ปกติ
111,7 ก.ค.2015 23:30,5.8,391.5,30.5,-,ปกติ
111,8 ก.ค.2015 00:00,5.8,391.4,30.3,-,ปกติ
111,8 ก.ค.2015 00:30,5.8,391.1,30.0,-,ปกติ
111,8 ก.ค.2015 01:00,5.8,391.0,29.8,-,ปกติ
111,8 ก.ค.2015 01:30,5.8,390.7,29.6,-,ปกติ
111,8 ก.ค.2015 02:00,5.8,390.0,29.5,-,ปกติ
111,8 ก.ค.2015 02:30,5.9,389.7,29.4,-,ปกติ
111,8 ก.ค.2015 03:00,5.9,389.3,29.2,-,ปกติ
111,8 ก.ค.2015 03:30,5.9,389.3,29.2,-,ปกติ
111,8 ก.ค.2015 04:00,5.8,388.9,29.0,-,ปกติ
111,8 ก.ค.2015 04:30,5.9,388.9,28.9,-,ปกติ
111,8 ก.ค.2015 05:00,5.9,388.8,28.7,-,ปกติ
111,8 ก.ค.2015 05:30,5.8,388.5,28.6,-,ปกติ
111,8 ก.ค.2015 06:00,5.3,387.9,28.5,-,ปกติ
111,8 ก.ค.2015 06:30,5.5,387.9,28.4,-,ปกติ
111,8 ก.ค.2015 07:00,6.0,387.5,28.4,-,ปกติ
111,8 ก.ค.2015 07:30,5.9,387.1,28.5,-,ปกติ
111,8 ก.ค.2015 08:00,6.0,387.4,28.7,-,ปกติ
111,8 ก.ค.2015 08:30,6.0,389.7,28.9,-,ปกติ
111,8 ก.ค.2015 09:00,6.0,395.0,29.4,-,ปกติ
111,8 ก.ค.2015 09:30,6.0,394.0,29.8,-,ปกติ
111,8 ก.ค.2015 10:00,5.9,387.1,30.0,-,ปกติ
111,8 ก.ค.2015 10:30,6.0,383.1,30.1,-,ปกติ
111,8 ก.ค.2015 11:00,6.0,383.3,30.3,-,ปกติ
111,8 ก.ค.2015 11:30,6.0,383.5,30.6,-,ปกติ
111,8 ก.ค.2015 12:00,6.0,383.6,30.8,-,ปกติ
111,8 ก.ค.2015 12:30,5.9,385.1,31.1,-,ปกติ
111,8 ก.ค.2015 13:00,5.9,384.1,31.4,-,ปกติ
111,8 ก.ค.2015 13:30,5.9,384.4,31.6,-,ปกติ
111,8 ก.ค.2015 14:00,5.9,383.7,31.8,-,ปกติ
111,8 ก.ค.2015 14:30,5.9,383.4,32.2,-,ปกติ
111,8 ก.ค.2015 15:00,5.9,381.6,32.4,-,ปกติ
111,8 ก.ค.2015 15:30,5.9,382.2,32.3,-,ปกติ
111,8 ก.ค.2015 16:00,5.9,383.8,32.1,-,ปกติ
111,8 ก.ค.2015 16:30,5.9,385.0,31.9,-,ปกติ
111,8 ก.ค.2015 17:00,5.9,385.6,31.8,-,ปกติ
111,8 ก.ค.2015 17:30,5.9,386.0,31.7,-,ปกติ
111,8 ก.ค.2015 18:00,5.9,385.8,31.7,-,ปกติ
111,8 ก.ค.2015 18:30,5.9,385.8,31.7,-,ปกติ
111,8 ก.ค.2015 19:00,5.9,386.2,31.6,-,ปกติ
111,8 ก.ค.2015 19:30,5.9,387.8,31.3,-,ปกติ
111,8 ก.ค.2015 20:00,5.9,388.3,31.0,-,ปกติ
111,8 ก.ค.2015 20:30,5.9,388.3,30.9,-,ปกติ
111,8 ก.ค.2015 21:00,5.9,388.7,30.7,-,ปกติ
111,8 ก.ค.2015 21:30,5.9,389.3,30.5,-,ปกติ
111,8 ก.ค.2015 22:00,5.9,389.5,30.3,-,ปกติ
111,8 ก.ค.2015 22:30,5.9,389.7,30.1,-,ปกติ
111,8 ก.ค.2015 23:00,5.9,389.5,29.9,-,ปกติ
111,8 ก.ค.2015 23:30,5.9,389.5,29.8,-,ปกติ
111,9 ก.ค.2015 00:00,5.9,389.3,29.6,-,ปกติ
111,9 ก.ค.2015 00:30,5.9,389.1,29.5,-,ปกติ
111,9 ก.ค.2015 01:00,5.9,388.5,29.3,-,ปกติ
111,9 ก.ค.2015 01:30,5.9,388.7,29.2,-,ปกติ
111,9 ก.ค.2015 02:00,5.9,388.8,29.0,-,ปกติ
111,9 ก.ค.2015 02:30,5.9,388.7,28.9,-,ปกติ
111,9 ก.ค.2015 03:00,5.7,388.8,28.8,-,ปกติ
111,9 ก.ค.2015 03:30,5.9,388.2,28.7,-,ปกติ
111,9 ก.ค.2015 04:00,5.6,387.7,28.6,-,ปกติ
111,9 ก.ค.2015 04:30,6.0,387.8,28.5,-,ปกติ
111,9 ก.ค.2015 05:00,6.0,387.7,28.3,-,ปกติ
111,9 ก.ค.2015 05:30,6.0,387.8,28.2,-,ปกติ
111,9 ก.ค.2015 06:00,6.0,387.2,28.2,-,ปกติ
111,9 ก.ค.2015 06:30,F,F,F,-,-
111,9 ก.ค.2015 07:00,6.0,386.7,28.1,-,ปกติ
111,9 ก.ค.2015 07:30,6.0,386.1,28.1,-,ปกติ
111,9 ก.ค.2015 08:00,6.0,385.1,28.1,-,ปกติ
111,9 ก.ค.2015 08:30,6.0,384.1,28.3,-,ปกติ
111,9 ก.ค.2015 09:00,5.9,383.9,28.5,-,ปกติ
111,9 ก.ค.2015 09:30,5.9,384.2,28.8,-,ปกติ
111,9 ก.ค.2015 10:00,6.0,383.5,29.0,-,ปกติ
111,9 ก.ค.2015 10:30,6.0,383.4,29.2,-,ปกติ
111,9 ก.ค.2015 11:00,5.9,382.9,29.3,-,ปกติ
111,9 ก.ค.2015 11:30,5.9,382.8,29.3,-,ปกติ
111,9 ก.ค.2015 12:00,5.9,382.8,29.5,-,ปกติ
111,9 ก.ค.2015 12:30,5.9,384.1,29.8,-,ปกติ
111,9 ก.ค.2015 13:00,5.9,384.3,30.0,-,ปกติ
111,9 ก.ค.2015 13:30,5.9,383.8,30.3,-,ปกติ
111,9 ก.ค.2015 14:00,5.9,382.9,30.4,-,ปกติ
111,9 ก.ค.2015 14:30,5.9,382.4,30.5,-,ปกติ
111,9 ก.ค.2015 15:00,5.8,383.1,30.6,-,ปกติ
111,9 ก.ค.2015 15:30,5.9,384.6,30.6,-,ปกติ
111,9 ก.ค.2015 16:00,5.9,388.0,30.8,-,ปกติ
111,9 ก.ค.2015 16:30,5.8,387.2,30.9,-,ปกติ
111,9 ก.ค.2015 17:00,5.8,384.3,30.7,-,ปกติ
111,9 ก.ค.2015 17:30,5.7,385.4,30.5,-,ปกติ
111,9 ก.ค.2015 18:00,5.6,386.5,30.3,-,ปกติ
111,9 ก.ค.2015 18:30,5.7,387.5,30.1,-,ปกติ
111,9 ก.ค.2015 19:00,5.8,388.1,30.0,-,ปกติ
111,9 ก.ค.2015 19:30,5.8,388.4,29.8,-,ปกติ
111,9 ก.ค.2015 20:00,5.8,388.1,29.8,-,ปกติ
111,9 ก.ค.2015 20:30,5.8,388.7,29.6,-,ปกติ
111,9 ก.ค.2015 21:00,5.8,389.2,29.5,-,ปกติ
111,9 ก.ค.2015 21:30,5.7,389.3,29.3,-,ปกติ
111,9 ก.ค.2015 22:00,5.8,389.0,29.2,-,ปกติ
111,9 ก.ค.2015 22:30,5.8,389.3,29.1,-,ปกติ
111,9 ก.ค.2015 23:00,5.8,388.9,29.0,-,ปกติ
111,9 ก.ค.2015 23:30,5.8,388.7,28.9,-,ปกติ
111,10 ก.ค.2015 00:00,5.8,389.0,28.8,-,ปกติ
111,10 ก.ค.2015 00:30,5.8,389.1,28.6,-,ปกติ
111,10 ก.ค.2015 01:00,5.8,388.8,28.5,-,ปกติ
111,10 ก.ค.2015 01:30,5.8,388.8,28.4,-,ปกติ
111,10 ก.ค.2015 02:00,5.9,389.0,28.2,-,ปกติ
111,10 ก.ค.2015 02:30,5.8,388.9,28.0,-,ปกติ
111,10 ก.ค.2015 03:00,5.8,389.2,27.8,-,ปกติ
111,10 ก.ค.2015 03:30,5.9,389.1,27.7,-,ปกติ
111,10 ก.ค.2015 04:00,5.9,388.9,27.6,-,ปกติ
111,10 ก.ค.2015 04:30,5.9,388.5,27.4,-,ปกติ
111,10 ก.ค.2015 05:00,5.9,388.7,27.3,-,ปกติ
111,10 ก.ค.2015 05:30,5.9,388.3,27.2,-,ปกติ
111,10 ก.ค.2015 06:00,5.9,387.9,27.1,-,ปกติ
111,10 ก.ค.2015 06:30,6.0,387.4,27.1,-,ปกติ
111,10 ก.ค.2015 07:00,6.0,386.3,27.1,-,ปกติ
111,10 ก.ค.2015 07:30,6.0,385.0,27.2,-,ปกติ
111,10 ก.ค.2015 08:00,6.0,384.5,27.3,-,ปกติ
111,10 ก.ค.2015 08:30,5.9,383.9,27.6,-,ปกติ
111,10 ก.ค.2015 09:00,5.9,387.8,28.2,-,ปกติ
111,10 ก.ค.2015 09:30,6.0,396.0,28.7,-,ปกติ
111,10 ก.ค.2015 10:00,6.0,390.4,28.9,-,ปกติ
111,10 ก.ค.2015 10:30,6.0,383.6,29.1,-,ปกติ
111,10 ก.ค.2015 11:00,6.0,381.8,29.3,-,ปกติ
111,10 ก.ค.2015 11:30,6.0,381.6,29.5,-,ปกติ
111,10 ก.ค.2015 12:00,6.0,382.1,29.8,-,ปกติ
111,10 ก.ค.2015 12:30,6.0,382.8,30.1,-,ปกติ
111,10 ก.ค.2015 13:00,6.0,384.8,30.5,-,ปกติ
111,10 ก.ค.2015 13:30,6.0,385.5,30.8,-,ปกติ
111,10 ก.ค.2015 14:00,6.0,385.2,31.1,-,ปกติ
111,10 ก.ค.2015 14:30,6.0,384.1,31.5,-,ปกติ
111,10 ก.ค.2015 15:00,5.9,383.4,31.9,-,ปกติ
111,10 ก.ค.2015 15:30,5.9,384.3,32.4,-,ปกติ
111,10 ก.ค.2015 16:00,5.9,384.4,33.1,-,ปกติ
111,10 ก.ค.2015 16:30,5.9,383.4,33.6,-,ปกติ
111,10 ก.ค.2015 17:00,5.8,381.7,34.0,-,ปกติ
111,10 ก.ค.2015 17:30,5.8,379.9,34.3,-,ปกติ
111,10 ก.ค.2015 18:00,5.9,381.9,34.2,-,ปกติ
111,10 ก.ค.2015 18:30,5.8,385.1,33.9,-,ปกติ
111,10 ก.ค.2015 19:00,5.8,389.2,33.3,-,ปกติ
111,10 ก.ค.2015 19:30,5.8,391.1,32.8,-,ปกติ
111,10 ก.ค.2015 20:00,5.8,393.0,32.4,-,ปกติ
111,10 ก.ค.2015 20:30,5.8,394.7,32.2,-,ปกติ
111,10 ก.ค.2015 21:00,5.8,395.5,31.8,-,ปกติ
111,10 ก.ค.2015 21:30,5.8,396.1,31.5,-,ปกติ
111,10 ก.ค.2015 22:00,5.8,396.9,31.3,-,ปกติ
111,10 ก.ค.2015 22:30,5.8,396.6,31.0,-,ปกติ
111,10 ก.ค.2015 23:00,5.8,396.6,30.7,-,ปกติ
111,10 ก.ค.2015 23:30,5.8,396.5,30.3,-,ปกติ
111,11 ก.ค.2015 00:00,F,F,F,-,-
111,11 ก.ค.2015 00:30,5.8,396.1,29.7,-,ปกติ
111,11 ก.ค.2015 01:00,5.8,396.1,29.4,-,ปกติ
111,11 ก.ค.2015 01:30,5.8,395.5,29.2,-,ปกติ
111,11 ก.ค.2015 02:00,5.8,395.4,29.0,-,ปกติ
111,11 ก.ค.2015 02:30,5.8,395.1,28.8,-,ปกติ
111,11 ก.ค.2015 03:00,5.9,394.5,28.5,-,ปกติ
111,11 ก.ค.2015 03:30,5.6,394.3,28.3,-,ปกติ
111,11 ก.ค.2015 04:00,5.5,394.5,28.2,-,ปกติ
111,11 ก.ค.2015 04:30,5.9,394.0,27.9,-,ปกติ
111,11 ก.ค.2015 05:00,5.6,393.9,27.7,-,ปกติ
111,11 ก.ค.2015 05:30,5.6,394.0,27.6,-,ปกติ
111,11 ก.ค.2015 06:00,5.8,393.8,27.5,-,ปกติ
111,11 ก.ค.2015 06:30,6.0,393.5,27.4,-,ปกติ
111,11 ก.ค.2015 07:00,6.0,393.2,27.4,-,ปกติ
111,11 ก.ค.2015 07:30,5.9,392.3,27.5,-,ปกติ
111,11 ก.ค.2015 08:00,6.0,389.8,27.8,-,ปกติ
111,11 ก.ค.2015 08:30,6.0,386.0,28.2,-,ปกติ
111,11 ก.ค.2015 09:00,6.0,383.6,28.8,-,ปกติ
111,11 ก.ค.2015 09:30,5.9,382.3,29.3,-,ปกติ
111,11 ก.ค.2015 10:00,5.9,381.9,29.6,-,ปกติ
111,11 ก.ค.2015 10:30,5.9,382.2,29.7,-,ปกติ
111,11 ก.ค.2015 11:00,5.9,383.3,30.0,-,ปกติ
