หมายเลข,วันที่-เวลา,DO,EC,T,Tb,สถานะ
111,6 พ.ค.2015 00:00,1.6,494.9,30.7,-,ปกติ
111,6 พ.ค.2015 00:30,1.8,493.7,30.6,-,ปกติ
111,6 พ.ค.2015 01:00,2.0,492.7,30.4,-,ปกติ
111,6 พ.ค.2015 01:30,2.2,491.9,30.3,-,ปกติ
111,6 พ.ค.2015 02:00,2.5,491.6,30.2,-,ปกติ
111,6 พ.ค.2015 02:30,2.5,491.2,30.0,-,ปกติ
111,6 พ.ค.2015 03:00,2.3,491.1,29.9,-,ปกติ
111,6 พ.ค.2015 03:30,2.3,491.2,29.8,-,ปกติ
111,6 พ.ค.2015 04:00,2.4,491.3,29.7,-,ปกติ
111,6 พ.ค.2015 04:30,2.2,491.5,29.6,-,ปกติ
111,6 พ.ค.2015 05:00,1.9,491.6,29.4,-,ปกติ
111,6 พ.ค.2015 05:30,1.9,491.7,29.3,-,ปกติ
111,6 พ.ค.2015 06:00,2.3,491.5,29.2,-,ปกติ
111,6 พ.ค.2015 06:30,2.2,491.3,29.1,-,ปกติ
111,6 พ.ค.2015 07:00,2.1,491.1,29.0,-,ปกติ
111,6 พ.ค.2015 07:30,2.1,490.7,29.0,-,ปกติ
111,6 พ.ค.2015 08:00,1.9,490.0,29.0,-,ปกติ
111,6 พ.ค.2015 08:30,1.7,489.1,29.1,-,ปกติ
111,6 พ.ค.2015 09:00,1.9,488.2,29.2,-,ปกติ
111,6 พ.ค.2015 09:30,2.6,488.0,29.3,-,ปกติ
111,6 พ.ค.2015 10:00,3.0,487.5,29.4,-,ปกติ
111,6 พ.ค.2015 10:30,2.8,487.5,29.6,-,ปกติ
111,6 พ.ค.2015 11:00,2.6,487.1,29.7,-,ปกติ
111,6 พ.ค.2015 11:30,2.8,486.6,30.0,-,ปกติ
111,6 พ.ค.2015 12:00,2.6,486.5,30.3,-,ปกติ
111,6 พ.ค.2015 12:30,2.8,486.7,30.5,-,ปกติ
111,6 พ.ค.2015 13:00,2.9,487.2,30.7,-,ปกติ
111,6 พ.ค.2015 13:30,2.8,488.2,31.0,-,ปกติ
111,6 พ.ค.2015 14:00,2.8,489.2,31.2,-,ปกติ
111,6 พ.ค.2015 14:30,2.7,490.0,31.5,-,ปกติ
111,6 พ.ค.2015 15:00,2.7,490.2,31.8,-,ปกติ
111,6 พ.ค.2015 15:30,2.6,489.2,32.2,-,ปกติ
111,6 พ.ค.2015 16:00,2.7,490.1,32.6,-,ปกติ
111,6 พ.ค.2015 16:30,2.7,491.9,33.0,-,ปกติ
111,6 พ.ค.2015 17:00,2.6,495.1,33.1,-,ปกติ
111,6 พ.ค.2015 17:30,2.7,497.0,33.2,-,ปกติ
111,6 พ.ค.2015 18:00,2.5,497.4,33.4,-,ปกติ
111,6 พ.ค.2015 18:30,2.5,500.0,33.4,-,ปกติ
111,6 พ.ค.2015 19:00,2.7,502.6,33.1,-,ปกติ
111,6 พ.ค.2015 19:30,2.7,502.6,32.9,-,ปกติ
111,6 พ.ค.2015 20:00,2.7,503.0,32.7,-,ปกติ
111,6 พ.ค.2015 20:30,2.8,501.9,32.5,-,ปกติ
111,6 พ.ค.2015 21:00,2.8,500.1,32.3,-,ปกติ
111,6 พ.ค.2015 21:30,2.7,497.9,32.1,-,ปกติ
111,6 พ.ค.2015 22:00,2.7,497.5,32.0,-,ปกติ
111,6 พ.ค.2015 22:30,2.6,497.8,31.8,-,ปกติ
111,6 พ.ค.2015 23:00,2.6,498.3,31.7,-,ปกติ
111,6 พ.ค.2015 23:30,2.3,498.5,31.5,-,ปกติ
111,7 พ.ค.2015 00:00,2.1,498.4,31.4,-,ปกติ
111,7 พ.ค.2015 00:30,1.4,498.3,31.2,-,ปกติ
111,7 พ.ค.2015 01:00,1.4,498.2,31.1,-,ปกติ
111,7 พ.ค.2015 01:30,1.5,497.6,30.9,-,ปกติ
111,7 พ.ค.2015 02:00,1.5,497.1,30.8,-,ปกติ
111,7 พ.ค.2015 02:30,1.6,496.4,30.7,-,ปกติ
111,7 พ.ค.2015 03:00,1.7,495.6,30.6,-,ปกติ
111,7 พ.ค.2015 03:30,1.8,495.0,30.4,-,ปกติ
111,7 พ.ค.2015 04:00,2.0,494.3,30.3,-,ปกติ
111,7 พ.ค.2015 04:30,2.1,493.8,30.2,-,ปกติ
111,7 พ.ค.2015 05:00,2.2,493.4,30.1,-,ปกติ
111,7 พ.ค.2015 05:30,2.2,493.5,30.0,-,ปกติ
111,7 พ.ค.2015 06:00,2.2,492.8,29.8,-,ปกติ
111,7 พ.ค.2015 06:30,2.2,492.3,29.7,-,ปกติ
111,7 พ.ค.2015 07:00,2.4,492.1,29.6,-,ปกติ
111,7 พ.ค.2015 07:30,2.2,491.7,29.7,-,ปกติ
111,7 พ.ค.2015 08:00,2.0,490.2,29.8,-,ปกติ
111,7 พ.ค.2015 08:30,2.2,489.1,30.0,-,ปกติ
111,7 พ.ค.2015 09:00,2.9,488.1,30.0,-,ปกติ
111,7 พ.ค.2015 09:30,3.2,486.6,30.1,-,ปกติ
111,7 พ.ค.2015 10:00,3.2,486.7,30.3,-,ปกติ
111,7 พ.ค.2015 10:30,3.0,487.1,30.4,-,ปกติ
111,7 พ.ค.2015 11:00,3.2,486.5,30.6,-,ปกติ
111,7 พ.ค.2015 11:30,3.3,485.5,30.8,-,ปกติ
111,7 พ.ค.2015 12:00,3.2,485.1,31.0,-,ปกติ
111,7 พ.ค.2015 12:30,3.2,484.9,31.2,-,ปกติ
111,7 พ.ค.2015 13:00,3.2,484.6,31.4,-,ปกติ
111,7 พ.ค.2015 13:30,3.3,484.7,31.6,-,ปกติ
111,7 พ.ค.2015 14:00,3.4,484.9,31.8,-,ปกติ
111,7 พ.ค.2015 14:30,3.3,484.7,32.0,-,ปกติ
111,7 พ.ค.2015 15:00,3.4,484.3,32.3,-,ปกติ
111,7 พ.ค.2015 15:30,3.5,484.2,32.6,-,ปกติ
111,7 พ.ค.2015 16:00,3.5,484.0,32.9,-,ปกติ
111,7 พ.ค.2015 16:30,3.5,483.9,33.2,-,ปกติ
111,7 พ.ค.2015 17:00,3.6,483.9,33.5,-,ปกติ
111,7 พ.ค.2015 17:30,3.5,484.2,33.8,-,ปกติ
111,7 พ.ค.2015 18:00,3.5,484.7,34.0,-,ปกติ
111,7 พ.ค.2015 18:30,3.5,485.6,33.9,-,ปกติ
111,7 พ.ค.2015 19:00,3.6,486.3,33.7,-,ปกติ
111,7 พ.ค.2015 19:30,3.7,486.9,33.5,-,ปกติ
111,7 พ.ค.2015 20:00,3.7,487.0,33.4,-,ปกติ
111,7 พ.ค.2015 20:30,3.7,487.2,33.2,-,ปกติ
111,7 พ.ค.2015 21:00,3.8,487.3,33.1,-,ปกติ
111,7 พ.ค.2015 21:30,3.9,487.3,32.9,-,ปกติ
111,7 พ.ค.2015 22:00,3.8,487.0,32.7,-,ปกติ
111,7 พ.ค.2015 22:30,3.7,487.0,32.6,-,ปกติ
111,7 พ.ค.2015 23:00,3.5,487.0,32.4,-,ปกติ
111,7 พ.ค.2015 23:30,3.0,486.7,32.2,-,ปกติ
111,8 พ.ค.2015 00:00,2.6,486.6,32.1,-,ปกติ
111,8 พ.ค.2015 00:30,2.7,486.6,31.9,-,ปกติ
111,8 พ.ค.2015 01:00,2.8,486.4,31.7,-,ปกติ
111,8 พ.ค.2015 01:30,2.8,486.2,31.5,-,ปกติ
111,8 พ.ค.2015 02:00,3.0,486.1,31.3,-,ปกติ
111,8 พ.ค.2015 02:30,3.0,485.9,31.2,-,ปกติ
111,8 พ.ค.2015 03:00,3.0,485.5,31.1,-,ปกติ
111,8 พ.ค.2015 03:30,3.0,485.3,30.9,-,ปกติ
111,8 พ.ค.2015 04:00,3.1,485.0,30.7,-,ปกติ
111,8 พ.ค.2015 04:30,3.3,484.7,30.6,-,ปกติ
111,8 พ.ค.2015 05:00,3.3,484.5,30.4,-,ปกติ
111,8 พ.ค.2015 05:30,3.3,484.2,30.3,-,ปกติ
111,8 พ.ค.2015 06:00,3.1,484.2,30.1,-,ปกติ
111,8 พ.ค.2015 06:30,3.3,483.8,30.0,-,ปกติ
111,8 พ.ค.2015 07:00,3.4,483.6,29.9,-,ปกติ
111,8 พ.ค.2015 07:30,3.4,483.1,29.8,-,ปกติ
111,8 พ.ค.2015 08:00,3.3,482.7,29.8,-,ปกติ
111,8 พ.ค.2015 08:30,3.3,482.2,29.9,-,ปกติ
111,8 พ.ค.2015 09:00,3.3,481.5,30.1,-,ปกติ
111,8 พ.ค.2015 09:30,4.2,480.9,30.3,-,ปกติ
111,8 พ.ค.2015 10:00,4.6,480.7,30.5,-,ปกติ
111,8 พ.ค.2015 10:30,4.2,480.6,30.6,-,ปกติ
111,8 พ.ค.2015 11:00,4.1,480.5,30.8,-,ปกติ
111,8 พ.ค.2015 11:30,4.7,480.3,31.0,-,ปกติ
111,8 พ.ค.2015 12:00,4.8,480.4,31.2,-,ปกติ
111,8 พ.ค.2015 12:30,4.6,480.2,31.5,-,ปกติ
111,8 พ.ค.2015 13:00,4.6,480.1,31.8,-,ปกติ
111,8 พ.ค.2015 13:30,4.6,480.3,32.1,-,ปกติ
111,8 พ.ค.2015 14:00,4.7,480.4,32.3,-,ปกติ
111,8 พ.ค.2015 14:30,4.7,480.7,32.6,-,ปกติ
111,8 พ.ค.2015 15:00,4.7,480.9,33.0,-,ปกติ
111,8 พ.ค.2015 15:30,4.7,481.4,33.2,-,ปกติ
111,8 พ.ค.2015 16:00,4.7,482.1,33.3,-,ปกติ
111,8 พ.ค.2015 16:30,4.7,483.4,33.2,-,ปกติ
111,8 พ.ค.2015 17:00,4.6,484.3,33.0,-,ปกติ
111,8 พ.ค.2015 17:30,4.7,484.9,32.9,-,ปกติ
111,8 พ.ค.2015 18:00,4.7,485.1,32.8,-,ปกติ
111,8 พ.ค.2015 18:30,4.7,485.3,32.7,-,ปกติ
111,8 พ.ค.2015 19:00,4.6,485.6,32.5,-,ปกติ
111,8 พ.ค.2015 19:30,4.8,485.6,32.3,-,ปกติ
111,8 พ.ค.2015 20:00,4.8,485.8,32.2,-,ปกติ
111,8 พ.ค.2015 20:30,4.8,485.8,32.0,-,ปกติ
111,8 พ.ค.2015 21:00,4.8,485.6,31.9,-,ปกติ
111,8 พ.ค.2015 21:30,4.6,485.5,31.8,-,ปกติ
111,8 พ.ค.2015 22:00,4.4,485.1,31.7,-,ปกติ
111,8 พ.ค.2015 22:30,4.0,485.0,31.6,-,ปกติ
111,8 พ.ค.2015 23:00,3.6,484.9,31.5,-,ปกติ
111,8 พ.ค.2015 23:30,3.5,484.8,31.3,-,ปกติ
111,9 พ.ค.2015 00:00,3.4,484.8,31.2,-,ปกติ
111,9 พ.ค.2015 00:30,3.5,484.7,31.1,-,ปกติ
111,9 พ.ค.2015 01:00,3.5,484.6,30.9,-,ปกติ
111,9 พ.ค.2015 01:30,3.5,484.6,30.7,-,ปกติ
111,9 พ.ค.2015 02:00,3.7,484.5,30.6,-,ปกติ
111,9 พ.ค.2015 02:30,3.8,484.5,30.4,-,ปกติ
111,9 พ.ค.2015 03:00,3.8,484.3,30.3,-,ปกติ
111,9 พ.ค.2015 03:30,3.9,484.0,30.1,-,ปกติ
111,9 พ.ค.2015 04:00,4.1,484.0,30.0,-,ปกติ
111,9 พ.ค.2015 04:30,4.1,483.8,29.8,-,ปกติ
111,9 พ.ค.2015 05:00,4.1,483.4,29.7,-,ปกติ
111,9 พ.ค.2015 05:30,4.3,483.5,29.5,-,ปกติ
111,9 พ.ค.2015 06:00,4.3,483.2,29.4,-,ปกติ
111,9 พ.ค.2015 06:30,4.3,483.0,29.3,-,ปกติ
111,9 พ.ค.2015 07:00,4.4,482.6,29.2,-,ปกติ
111,9 พ.ค.2015 07:30,4.5,482.0,29.2,-,ปกติ
111,9 พ.ค.2015 08:00,4.3,481.6,29.4,-,ปกติ
111,9 พ.ค.2015 08:30,4.5,480.8,29.6,-,ปกติ
111,9 พ.ค.2015 09:00,5.1,480.3,29.8,-,ปกติ
111,9 พ.ค.2015 09:30,5.4,480.4,30.0,-,ปกติ
111,9 พ.ค.2015 10:00,5.4,480.5,30.1,-,ปกติ
111,9 พ.ค.2015 10:30,4.9,480.4,30.2,-,ปกติ
111,9 พ.ค.2015 11:00,5.1,480.4,30.4,-,ปกติ
111,9 พ.ค.2015 11:30,5.2,480.3,30.6,-,ปกติ
111,9 พ.ค.2015 12:00,5.1,480.4,30.7,-,ปกติ
111,9 พ.ค.2015 12:30,5.2,480.7,30.9,-,ปกติ
111,9 พ.ค.2015 13:00,5.2,480.9,31.1,-,ปกติ
111,9 พ.ค.2015 13:30,5.2,480.9,31.3,-,ปกติ
111,9 พ.ค.2015 14:00,5.3,480.7,31.5,-,ปกติ
111,9 พ.ค.2015 14:30,5.3,481.0,31.7,-,ปกติ
111,9 พ.ค.2015 15:00,5.3,481.1,32.0,-,ปกติ
111,9 พ.ค.2015 15:30,5.3,481.3,32.4,-,ปกติ
111,9 พ.ค.2015 16:00,5.3,481.3,32.7,-,ปกติ
111,9 พ.ค.2015 16:30,F,F,F,-,-
111,9 พ.ค.2015 17:00,5.3,482.5,33.3,-,ปกติ
111,9 พ.ค.2015 17:30,5.3,483.4,33.3,-,ปกติ
111,9 พ.ค.2015 18:00,5.3,484.7,33.1,-,ปกติ
111,9 พ.ค.2015 18:30,5.3,485.5,33.0,-,ปกติ
111,9 พ.ค.2015 19:00,5.3,486.0,32.8,-,ปกติ
111,9 พ.ค.2015 19:30,5.4,486.6,32.6,-,ปกติ
111,9 พ.ค.2015 20:00,5.4,486.9,32.5,-,ปกติ
111,9 พ.ค.2015 20:30,5.4,487.0,32.3,-,ปกติ
111,9 พ.ค.2015 21:00,5.4,487.2,32.1,-,ปกติ
111,9 พ.ค.2015 21:30,5.3,487.6,31.9,-,ปกติ
111,9 พ.ค.2015 22:00,5.3,487.8,31.8,-,ปกติ
111,9 พ.ค.2015 22:30,5.2,487.9,31.6,-,ปกติ
111,9 พ.ค.2015 23:00,5.1,488.2,31.4,-,ปกติ
111,9 พ.ค.2015 23:30,4.9,488.3,31.2,-,ปกติ
111,10 พ.ค.2015 00:00,4.5,488.2,31.0,-,ปกติ
111,10 พ.ค.2015 00:30,4.4,488.1,30.9,-,ปกติ
111,10 พ.ค.2015 01:00,4.5,488.1,30.7,-,ปกติ
111,10 พ.ค.2015 01:30,4.5,488.0,30.6,-,ปกติ
111,10 พ.ค.2015 02:00,4.6,487.9,30.4,-,ปกติ
111,10 พ.ค.2015 02:30,4.5,487.7,30.3,-,ปกติ
111,10 พ.ค.2015 03:00,4.7,487.2,30.1,-,ปกติ
111,10 พ.ค.2015 03:30,4.7,486.9,30.0,-,ปกติ
111,10 พ.ค.2015 04:00,4.7,486.9,29.8,-,ปกติ
111,10 พ.ค.2015 04:30,4.7,486.7,29.7,-,ปกติ
111,10 พ.ค.2015 05:00,4.7,486.4,29.5,-,ปกติ
111,10 พ.ค.2015 05:30,4.7,486.0,29.4,-,ปกติ
111,10 พ.ค.2015 06:00,4.7,485.8,29.3,-,ปกติ
111,10 พ.ค.2015 06:30,4.8,485.4,29.1,-,ปกติ
111,10 พ.ค.2015 07:00,4.8,485.2,29.0,-,ปกติ
111,10 พ.ค.2015 07:30,4.7,484.6,29.0,-,ปกติ
111,10 พ.ค.2015 08:00,4.5,483.6,29.2,-,ปกติ
111,10 พ.ค.2015 08:30,5.1,482.6,29.5,-,ปกติ
111,10 พ.ค.2015 09:00,5.6,481.9,29.8,-,ปกติ
111,10 พ.ค.2015 09:30,5.7,481.4,30.0,-,ปกติ
111,10 พ.ค.2015 10:00,5.6,481.3,30.1,-,ปกติ
111,10 พ.ค.2015 10:30,5.4,481.6,30.2,-,ปกติ
111,10 พ.ค.2015 11:00,5.5,481.8,30.4,-,ปกติ
111,10 พ.ค.2015 11:30,5.7,481.7,30.6,-,ปกติ
111,10 พ.ค.2015 12:00,5.6,481.4,30.8,-,ปกติ
111,10 พ.ค.2015 12:30,5.4,481.6,31.0,-,ปกติ
111,10 พ.ค.2015 13:00,5.5,481.4,31.3,-,ปกติ
111,10 พ.ค.2015 13:30,5.5,481.4,31.5,-,ปกติ
111,10 พ.ค.2015 14:00,5.4,481.6,31.8,-,ปกติ
111,10 พ.ค.2015 14:30,5.5,481.7,32.1,-,ปกติ
111,10 พ.ค.2015 15:00,5.4,481.8,32.4,-,ปกติ
111,10 พ.ค.2015 15:30,5.5,481.9,32.8,-,ปกติ
111,10 พ.ค.2015 16:00,5.5,482.5,33.0,-,ปกติ
111,10 พ.ค.2015 16:30,5.4,483.0,33.2,-,ปกติ
111,10 พ.ค.2015 17:00,5.5,483.6,33.3,-,ปกติ
111,10 พ.ค.2015 17:30,5.5,484.5,33.4,-,ปกติ
111,10 พ.ค.2015 18:00,5.5,485.0,33.4,-,ปกติ
111,10 พ.ค.2015 18:30,5.5,485.3,33.4,-,ปกติ
111,10 พ.ค.2015 19:00,5.5,486.1,33.3,-,ปกติ
111,10 พ.ค.2015 19:30,5.5,486.8,33.2,-,ปกติ
111,10 พ.ค.2015 20:00,5.5,487.1,33.0,-,ปกติ
111,10 พ.ค.2015 20:30,5.2,487.5,32.9,-,ปกติ
111,10 พ.ค.2015 21:00,5.5,487.6,32.7,-,ปกติ
111,10 พ.ค.2015 21:30,5.5,487.6,32.5,-,ปกติ
111,10 พ.ค.2015 22:00,F,F,F,-,-
111,10 พ.ค.2015 22:30,5.5,487.8,32.2,-,ปกติ
111,10 พ.ค.2015 23:00,5.4,487.9,32.1,-,ปกติ
111,10 พ.ค.2015 23:30,5.2,487.9,31.9,-,ปกติ
111,11 พ.ค.2015 00:00,4.9,487.8,31.7,-,ปกติ
111,11 พ.ค.2015 00:30,4.7,487.8,31.6,-,ปกติ
111,11 พ.ค.2015 01:00,4.4,487.8,31.4,-,ปกติ
111,11 พ.ค.2015 01:30,4.3,487.6,31.2,-,ปกติ
111,11 พ.ค.2015 02:00,4.3,487.5,31.0,-,ปกติ
111,11 พ.ค.2015 02:30,4.4,487.3,30.9,-,ปกติ
111,11 พ.ค.2015 03:00,4.5,487.1,30.7,-,ปกติ
111,11 พ.ค.2015 03:30,4.6,486.9,30.5,-,ปกติ
111,11 พ.ค.2015 04:00,4.6,486.6,30.4,-,ปกติ
111,11 พ.ค.2015 04:30,4.7,486.4,30.2,-,ปกติ
111,11 พ.ค.2015 05:00,4.7,486.2,30.1,-,ปกติ
111,11 พ.ค.2015 05:30,4.8,485.9,29.9,-,ปกติ
111,11 พ.ค.2015 06:00,4.8,485.4,29.8,-,ปกติ
111,11 พ.ค.2015 06:30,4.9,485.1,29.7,-,ปกติ
111,11 พ.ค.2015 07:00,4.8,484.8,29.6,-,ปกติ
111,11 พ.ค.2015 07:30,4.9,484.2,29.6,-,ปกติ
111,11 พ.ค.2015 08:00,4.9,483.1,29.8,-,ปกติ
111,11 พ.ค.2015 08:30,5.0,482.2,30.0,-,ปกติ
111,11 พ.ค.2015 09:00,5.6,481.4,30.2,-,ปกติ
111,11 พ.ค.2015 09:30,5.7,481.4,30.4,-,ปกติ
111,11 พ.ค.2015 10:00,5.7,481.6,30.5,-,ปกติ
111,11 พ.ค.2015 10:30,5.5,481.6,30.6,-,ปกติ
111,11 พ.ค.2015 11:00,5.4,481.4,30.8,-,ปกติ
111,11 พ.ค.2015 11:30,5.6,481.3,31.0,-,ปกติ
111,11 พ.ค.2015 12:00,5.6,481.0,31.3,-,ปกติ
111,11 พ.ค.2015 12:30,5.6,481.2,31.5,-,ปกติ
111,11 พ.ค.2015 13:00,5.6,481.4,31.7,-,ปกติ
111,11 พ.ค.2015 13:30,5.7,481.7,31.9,-,ปกติ
111,11 พ.ค.2015 14:00,5.6,481.4,32.3,-,ปกติ
111,11 พ.ค.2015 14:30,5.5,481.5,32.6,-,ปกติ
111,11 พ.ค.2015 15:00,5.5,481.9,32.8,-,ปกติ
111,11 พ.ค.2015 15:30,5.5,482.3,33.1,-,ปกติ
111,11 พ.ค.2015 16:00,5.5,482.5,33.4,-,ปกติ
111,11 พ.ค.2015 16:30,5.5,483.3,33.6,-,ปกติ
111,11 พ.ค.2015 17:00,5.6,483.8,33.7,-,ปกติ
111,11 พ.ค.2015 17:30,5.7,484.7,33.7,-,ปกติ
111,11 พ.ค.2015 18:00,5.7,485.3,33.7,-,ปกติ
111,11 พ.ค.2015 18:30,5.6,485.9,33.5,-,ปกติ
111,11 พ.ค.2015 19:00,5.6,486.6,33.4,-,ปกติ
111,11 พ.ค.2015 19:30,5.6,486.6,33.4,-,ปกติ
111,11 พ.ค.2015 20:00,5.6,486.9,33.3,-,ปกติ
111,11 พ.ค.2015 20:30,5.6,487.0,33.1,-,ปกติ
111,11 พ.ค.2015 21:00,5.7,487.1,33.0,-,ปกติ
111,11 พ.ค.2015 21:30,5.6,487.3,32.9,-,ปกติ
111,11 พ.ค.2015 22:00,5.5,487.1,32.8,-,ปกติ
111,11 พ.ค.2015 22:30,5.6,487.3,32.6,-,ปกติ
111,11 พ.ค.2015 23:00,5.6,487.4,32.4,-,ปกติ
111,11 พ.ค.2015 23:30,5.6,487.7,32.2,-,ปกติ
111,12 พ.ค.2015 00:00,5.6,487.6,32.1,-,ปกติ
111,12 พ.ค.2015 00:30,5.4,487.4,31.9,-,ปกติ
111,12 พ.ค.2015 01:00,5.3,487.5,31.7,-,ปกติ
111,12 พ.ค.2015 01:30,5.6,487.2,31.5,-,ปกติ
111,12 พ.ค.2015 02:00,5.0,487.0,31.4,-,ปกติ
111,12 พ.ค.2015 02:30,4.5,486.9,31.2,-,ปกติ
111,12 พ.ค.2015 03:00,4.3,486.5,31.1,-,ปกติ
111,12 พ.ค.2015 03:30,4.4,486.2,31.0,-,ปกติ
111,12 พ.ค.2015 04:00,4.6,485.9,30.8,-,ปกติ
111,12 พ.ค.2015 04:30,4.7,486.0,30.6,-,ปกติ
111,12 พ.ค.2015 05:00,4.7,486.0,30.4,-,ปกติ
111,12 พ.ค.2015 05:30,4.9,485.8,30.3,-,ปกติ
111,12 พ.ค.2015 06:00,4.6,485.7,30.1,-,ปกติ
111,12 พ.ค.2015 06:30,4.8,485.5,30.0,-,ปกติ
111,12 พ.ค.2015 07:00,4.8,484.9,29.9,-,ปกติ
111,12 พ.ค.2015 07:30,4.9,483.9,30.0,-,ปกติ
111,12 พ.ค.2015 08:00,4.8,483.1,30.1,-,ปกติ
111,12 พ.ค.2015 08:30,4.9,482.5,30.2,-,ปกติ
111,12 พ.ค.2015 09:00,5.5,481.9,30.5,-,ปกติ
111,12 พ.ค.2015 09:30,5.8,481.6,30.7,-,ปกติ
111,12 พ.ค.2015 10:00,5.8,481.5,30.8,-,ปกติ
111,12 พ.ค.2015 10:30,5.6,481.6,31.0,-,ปกติ
111,12 พ.ค.2015 11:00,5.6,481.4,31.2,-,ปกติ
111,12 พ.ค.2015 11:30,5.7,481.5,31.4,-,ปกติ
111,12 พ.ค.2015 12:00,5.7,481.4,31.6,-,ปกติ
111,12 พ.ค.2015 12:30,5.6,481.6,31.8,-,ปกติ
111,12 พ.ค.2015 13:00,5.6,481.8,32.0,-,ปกติ
111,12 พ.ค.2015 13:30,5.6,481.5,32.4,-,ปกติ
111,12 พ.ค.2015 14:00,5.7,481.8,32.6,-,ปกติ
111,12 พ.ค.2015 14:30,5.6,482.1,32.8,-,ปกติ
111,12 พ.ค.2015 15:00,5.7,482.3,33.1,-,ปกติ
111,12 พ.ค.2015 15:30,5.7,482.4,33.5,-,ปกติ
111,12 พ.ค.2015 16:00,5.6,482.5,33.8,-,ปกติ
111,12 พ.ค.2015 16:30,5.6,483.3,34.1,-,ปกติ
111,12 พ.ค.2015 17:00,5.7,484.0,34.2,-,ปกติ
111,12 พ.ค.2015 17:30,5.7,484.9,34.2,-,ปกติ
111,12 พ.ค.2015 18:00,5.7,485.5,34.2,-,ปกติ
111,12 พ.ค.2015 18:30,5.7,486.3,34.1,-,ปกติ
111,12 พ.ค.2015 19:00,5.7,487.1,33.9,-,ปกติ
111,12 พ.ค.2015 19:30,5.7,487.4,33.8,-,ปกติ
111,12 พ.ค.2015 20:00,5.7,487.5,33.7,-,ปกติ
111,12 พ.ค.2015 20:30,5.7,487.9,33.5,-,ปกติ
111,12 พ.ค.2015 21:00,5.7,488.2,33.3,-,ปกติ
111,12 พ.ค.2015 21:30,5.6,488.6,33.0,-,ปกติ
111,12 พ.ค.2015 22:00,5.7,488.7,32.9,-,ปกติ
111,12 พ.ค.2015 22:30,5.7,488.8,32.6,-,ปกติ
111,12 พ.ค.2015 23:00,5.6,488.6,32.4,-,ปกติ
111,12 พ.ค.2015 23:30,5.7,488.5,32.2,-,ปกติ
111,13 พ.ค.2015 00:00,5.7,488.3,32.1,-,ปกติ
111,13 พ.ค.2015 00:30,5.4,488.0,31.9,-,ปกติ
111,13 พ.ค.2015 01:00,4.9,487.8,31.7,-,ปกติ
111,13 พ.ค.2015 01:30,4.7,487.5,31.6,-,ปกติ
111,13 พ.ค.2015 02:00,4.6,487.1,31.4,-,ปกติ
111,13 พ.ค.2015 02:30,4.7,487.2,31.3,-,ปกติ
111,13 พ.ค.2015 03:00,4.7,487.0,31.1,-,ปกติ
111,13 พ.ค.2015 03:30,5.0,486.9,31.0,-,ปกติ
111,13 พ.ค.2015 04:00,5.0,486.6,30.8,-,ปกติ
111,13 พ.ค.2015 04:30,4.9,486.5,30.7,-,ปกติ
111,13 พ.ค.2015 05:00,4.9,485.9,30.6,-,ปกติ
111,13 พ.ค.2015 05:30,5.0,485.8,30.4,-,ปกติ
111,13 พ.ค.2015 06:00,5.1,485.5,30.3,-,ปกติ
111,13 พ.ค.2015 06:30,5.4,485.3,30.2,-,ปกติ
111,13 พ.ค.2015 07:00,5.6,484.9,30.1,-,ปกติ
111,13 พ.ค.2015 07:30,5.6,484.3,30.1,-,ปกติ
111,13 พ.ค.2015 08:00,5.4,483.6,30.2,-,ปกติ
111,13 พ.ค.2015 08:30,5.2,482.9,30.4,-,ปกติ
111,13 พ.ค.2015 09:00,5.6,482.5,30.5,-,ปกติ
111,13 พ.ค.2015 09:30,5.9,482.3,30.7,-,ปกติ
111,13 พ.ค.2015 10:00,5.9,482.3,30.8,-,ปกติ
111,13 พ.ค.2015 10:30,5.8,482.3,30.9,-,ปกติ
111,13 พ.ค.2015 11:00,5.7,482.3,31.0,-,ปกติ
111,13 พ.ค.2015 11:30,5.8,482.4,31.2,-,ปกติ
111,13 พ.ค.2015 12:00,5.8,482.2,31.4,-,ปกติ
111,13 พ.ค.2015 12:30,5.8,482.1,31.6,-,ปกติ
111,13 พ.ค.2015 13:00,5.8,482.5,31.7,-,ปกติ
111,13 พ.ค.2015 13:30,5.8,482.4,31.9,-,ปกติ
111,13 พ.ค.2015 14:00,5.8,482.5,32.2,-,ปกติ
111,13 พ.ค.2015 14:30,5.9,482.6,32.4,-,ปกติ
111,13 พ.ค.2015 15:00,5.9,482.9,32.5,-,ปกติ
111,13 พ.ค.2015 15:30,5.9,483.2,32.7,-,ปกติ
111,13 พ.ค.2015 16:00,5.8,483.3,33.0,-,ปกติ
111,13 พ.ค.2015 16:30,5.8,483.8,33.1,-,ปกติ
111,13 พ.ค.2015 17:00,5.8,484.9,33.0,-,ปกติ
111,13 พ.ค.2015 17:30,5.8,485.8,32.8,-,ปกติ
111,13 พ.ค.2015 18:00,5.8,486.5,32.6,-,ปกติ
111,13 พ.ค.2015 18:30,5.8,487.1,32.5,-,ปกติ
111,13 พ.ค.2015 19:00,5.8,487.4,32.3,-,ปกติ
111,13 พ.ค.2015 19:30,5.9,487.5,32.2,-,ปกติ
111,13 พ.ค.2015 20:00,5.9,487.6,32.0,-,ปกติ
